practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,id,movie_path,dimension,hand,stimulus_type,order_emojis_slider,block,continuous_annotation,video_duration,ID,Sesion,Tarea,Consumo de sustancias psicoactivas en las últimas 24 hs,Horas de sueño la noche anterior,date,exp_name,frame_rate,
,,,,,,,,,,,"[[1, 0.022771199990529567], [1, 0.039381700014928356], [1, 0.056089699995936826], [1, 0.07274080000934191], [1, 0.0893285000056494], [1, 0.10600329999579117], [1, 0.12267320000682957], [1, 0.13937889999942854], [1, 0.1563703000138048], [1, 0.17268409999087453], [1, 0.18932999999378808], [1, 0.20598769999924116], [1, 0.22266110000782646], [1, 0.23935180000262335], [1, 0.25603960000444204], [1, 0.27271940000355244], [1, 0.28925580001669005], [1, 0.30602879999787547], [1, 0.322702700010268], [1, 0.33933889999752864], [1, 0.35608810000121593], [1, 0.372710299998289], [1, 0.3896252000122331], [1, 0.40596969999023713], [1, 0.42267279999214225], [1, 0.4393352000042796], [1, 0.456064800004242], [1, 0.4726414000033401], [1, 0.48934259999077767], [1, 0.5059370000089984], [1, 0.5226884000003338], [1, 0.539315500005614], [1, 0.5560703999944963], [1, 0.57271700000274], [1, 0.5893557000090368], [1, 0.6063256000052206], [1, 0.6227056999923661], [1, 0.6393278999894392], [1, 0.6560311999928672], [1, 0.6727656000002753], [1, 0.689340800017817], [1, 0.7059878000000026], [1, 0.7226874000043608], [1, 0.739338300016243], [1, 0.7560680000169668], [1, 0.7727371999935713], [1, 0.7892924000043422], [1, 0.8060180000029504], [1, 0.8226597000029869], [1, 0.8393249000073411], [1, 0.8560877999989316], [1, 0.8727265000052284], [1, 0.8893162000167649], [1, 0.9059883000154514], [1, 0.9227389000006951], [1, 0.9393243000085931], [1, 0.9560766000067815], [1, 0.9727256000041962], [1, 0.9893205999978818], [1, 1.0059836000145879], [1, 1.0226946999900974], [1, 1.0393258999974933], [1, 1.056076300010318], [1, 1.0727274999953806], [1, 1.0893243000027724], [1, 1.1059944000153337], [1, 1.1227603000006638], [1, 1.1393500000122003], [1, 1.156054099992616], [1, 1.1727225999929942], [1, 1.1893298999930266]]",0.0,,,,,,,,,
