id,movie_path,dimension,hand,stimulus_type,order_emojis_slider,block,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,continuous_annotation,video_duration,valence_value,arousal_value,preference_value,engagement_value,familiarity_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Ira,checkbox_Miedo,checkbox_Tristeza,continuous_annotation_luminance,stim_value_green,stim_value,ID,Sesion,Tarea,Consumo de sustancias psicoactivas en las últimas 24 hs,Horas de sueño la noche anterior,date,exp_name,frame_rate,
99,../amsterdam_dynamic_facial_expression_set/F01-Fear-Face Forward.mp4,valence,right,LV-HA,direct,-1,0,0,0,0,,,,,"[[0.0, 0.0128813999981503], [0.0, 0.029438899997330736], [0.0, 0.0460665999999037], [0.0, 0.06312910000269767], [0.0, 0.07983940000121947], [0.0, 0.09651619999931427], [0.0, 0.11325619999843184], [0.0, 0.12984549999964656], [0.0, 0.1467218999969191], [0.0, 0.16312959999777377], [0.0, 0.17991259999689646], [0.0, 0.1964940999969258], [0.0, 0.21321619999798713], [0.0, 0.22986390000005485], [0.0, 0.24643169999762904], [0.0, 0.26314730000012787], [0.0, 0.27981269999872893], [0.0, 0.2965522000013152], [0.0, 0.3132194999998319], [0.0, 0.3298971999975038], [0.0, 0.34650139999575913], [0.0, 0.36313959999824874], [0.0, 0.3800797000003513], [0.0, 0.3964866999958758], [0.0, 0.4132305000021006], [0.0, 0.42988709999917774], [0.0, 0.44646649999776855], [0.0, 0.46315039999899454], [0.0, 0.47981910000089556], [0.0, 0.49654419999569654], [0.0, 0.5132328999970923], [0.0, 0.5298356999992393], [0.0, 0.5464833000005456], [0.0, 0.5631389999980456], [0.0, 0.5798566000012215], [0.0, 0.5967643999974825], [0.0, 0.6132386999961454], [0.0, 0.6300013000000035], [0.0, 0.6464188000027207], [0.0, 0.6632028000021819], [0.0, 0.6797862999956124], [0.0, 0.6965636000022641], [0.0, 0.7132092999963788], [0.0, 0.7298518999959924], [0.0, 0.7464309999995749], [0.0, 0.7631315999969956], [0.0, 0.7798679999978049], [0.0, 0.7965531000008923], [0.0, 0.8132410999969579], [0.0, 0.829932300002838], [0.0, 0.8464976999966893], [0.0, 0.8631653999982518], [0.0, 0.8798794999966049], [0.0, 0.8965936999957194], [0.0, 0.9132503000000725], [0.0, 0.9299197000000277], [0.0, 0.9464748999962467], [0.0, 0.9631286000003456], [0.0, 0.9798571999999695], [0.0, 0.9965688000011141], [0.0, 1.0132597999981954], [0.0, 1.029906800002209], [0.0, 1.04648360000283], [0.0, 1.0631654000026174], [0.0, 1.0798577000023215], [0.0, 1.096606499995687], [0.0, 1.113256700002239], [0.0, 1.1299386999962735], [0.0, 1.1465213999981643], [0.0, 1.1631622999993851], [0.0, 1.1798684000023059], [0.0, 1.1966019999963464], [0.0, 1.2132513999968069], [0.0, 1.2299378000025172], [0.0, 1.2464282000000821], [0.0, 1.263123099997756], [0.0, 1.2798326999982237], [0.0, 1.2965815999996266], [0.0, 1.314359500000137], [0.0, 1.3299415000001318], [0.0, 1.3464934000003268], [0.0, 1.3631681999977445], [0.0, 1.379933299998811], [0.0, 1.3965606999990996], [0.0, 1.4132281999991392], [0.0073615047716684145, 1.4299487999960547], [0.06625354294501662, 1.4465042000010726], [0.0956995620316905, 1.4631798999980674], [0.0956995620316905, 1.4798663999972632], [0.0956995620316905, 1.4965630000006058], [0.0956995620316905, 1.513259699997434], [0.0956995620316905, 1.5299400000003516], [0.0956995620316905, 1.5464982999983476], [0.0956995620316905, 1.5631613000005018], [0.0956995620316905, 1.5798486999992747], [0.0956995620316905, 1.596459300002607], [0.0956995620316905, 1.6132801999992807], [0.0956995620316905, 1.62995399999636], [0.0956995620316905, 1.6465049999969779], [0.0956995620316905, 1.663179900002433], [0.0956995620316905, 1.6798802999983309], [0.0956995620316905, 1.6965103999973508], [0.0956995620316905, 1.7132263999956194], [0.0956995620316905, 1.7299377000017557], [0.0956995620316905, 1.7464796999993268], [0.0956995620316905, 1.7631755999973393], [0.0956995620316905, 1.7797935999988113], [0.0956995620316905, 1.7966194999971776], [0.0956995620316905, 1.813256100002036], [0.0956995620316905, 1.829960299997765], [0.0956995620316905, 1.8465082999973674], [0.0956995620316905, 1.8631824999974924], [0.0956995620316905, 1.879877999999735], [0.0956995620316905, 1.8965720999985933], [0.0956995620316905, 1.913255499996012], [0.0956995620316905, 1.9299242999986745], [0.0956995620316905, 1.9464377999975113], [0.0956995620316905, 1.9631099999969592], [0.0956995620316905, 1.979863699998532], [0.0956995620316905, 1.9965773000003537], [0.0956995620316905, 2.0132502999986173], [0.0956995620316905, 2.029946499998914], [0.0956995620316905, 2.046452800001134], [0.0956995620316905, 2.0631815000015195], [0.0956995620316905, 2.0798655999969924], [0.0956995620316905, 2.096574299997883], [0.0956995620316905, 2.113253099996655], [0.0956995620316905, 2.1299632000009296], [0.0956995620316905, 2.1465143999957945], [0.0956995620316905, 2.1631770999956643], [0.0956995620316905, 2.1799162999959663]]",0.0,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 11.941483199996583], [0.0, 11.947890399998869], [0.0, 11.964605000001029], [0.0, 11.981059999998251], [0.0, 11.997760899997957], [0.0, 12.014379100000951], [0.0, 12.03108329999668], [0.0, 12.047776499995962], [0.0, 12.064389899998787], [0.0, 12.081102800002554], [0.0, 12.097900599997956], [0.0, 12.114466699997138], [0.0, 12.130974499996228], [0.0, 12.14783080000052], [0.0, 12.16442239999742], [0.0, 12.181145900001866], [0.0, 12.197714499998256], [0.0, 12.214433699999063], [0.0, 12.230992299999343], [0.0, 12.248004000000947], [0.0, 12.264539499999955], [0.0, 12.281109299998207]]","[[140.0, 7.800001185387373e-06], [140.0, 0.007213299999420997], [140.0, 0.023816200002329424], [140.0, 0.04049360000499291], [140.0, 0.057204800003091805], [140.0, 0.0738781000036397], [140.0, 0.090534300004947], [140.0, 0.10719719999906374], [140.0, 0.12382130000332836], [140.0, 0.1405358000047272], [140.0, 0.15719689999968978], [140.0, 0.17386619999888353], [140.0, 0.19041690000449307], [140.0, 0.20720290000463137], [140.0, 0.22388199999841163], [140.0, 0.24053730000014184], [140.0, 0.2571414000049117], [140.0, 0.2738695000007283], [140.0, 0.29039230000489624], [140.0, 0.3072403000041959], [140.0, 0.32389420000254177], [140.0, 0.3404198999996879]]","[[140.0, 7.800001185387373e-06], [140.0, 0.007213299999420997], [140.0, 0.023816200002329424], [140.0, 0.04049360000499291], [140.0, 0.057204800003091805], [140.0, 0.0738781000036397], [140.0, 0.090534300004947], [140.0, 0.10719719999906374], [140.0, 0.12382130000332836], [140.0, 0.1405358000047272], [140.0, 0.15719689999968978], [140.0, 0.17386619999888353], [140.0, 0.19041690000449307], [140.0, 0.20720290000463137], [140.0, 0.22388199999841163], [140.0, 0.24053730000014184], [140.0, 0.2571414000049117], [140.0, 0.2738695000007283], [140.0, 0.29039230000489624], [140.0, 0.3072403000041959], [140.0, 0.32389420000254177], [140.0, 0.3404198999996879]]",10,A,non_immersive,No,8,2024-04-26_10h52.52.646,Experiment_VR_non_immersive,60.011006017601204,
