id,movie_path,dimension,hand,stimulus_type,order_emojis_slider,block,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,continuous_annotation,video_duration,recording_dur,valence_value,arousal_value,preference_value,engagement_value,familiarity_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Ira,checkbox_Miedo,checkbox_Tristeza,continuous_annotation_luminance,stim_value_green,stim_value,ID,Sesion,Tarea,Consumo de sustancias psicoactivas en las últimas 24 hs,Horas de sueño la noche anterior,date,exp_name,frame_rate,
99,../amsterdam_dynamic_facial_expression_set/F01-Fear-Face Forward.mp4,valence,right,LV-HA,direct,-1,0,0,0,0,,,,,"[[0.0, 0.014886799996020272], [0.0, 0.031353099999250844], [0.0, 0.048001799994381145], [0.0, 0.06466029997682199], [0.0, 0.08132469997508451], [0.0, 0.09799519999069162], [0.0, 0.11465219999081455], [0.0, 0.13142249998054467], [0.0, 0.14821429998846725], [0.0, 0.16470249998383224], [0.0, 0.18135939998319373], [0.0, 0.19803479997790419], [0.0, 0.21469779999461025], [0.0, 0.2313144999789074], [0.0, 0.2480282999749761], [0.0, 0.2646987999905832], [0.0, 0.28139449999434873], [0.0, 0.2979756999993697], [0.0, 0.3146548999939114], [0.0, 0.33129839997855015], [0.0, 0.3480173999851104], [0.0, 0.36467879998963326], [0.0, 0.3815648999880068], [0.0, 0.39804089997778647], [0.0, 0.4146863999776542], [0.0, 0.4313724999956321], [0.0, 0.4480418999737594], [0.0, 0.4647969999932684]]",0.0,0.19992839999031276,,,,,,,,,,,,,,,,39,A,non_immersive,No,,2024-04-29_14h00.03.988,Experiment_VR_non_immersive,60.01536393138096,
1,../amsterdam_dynamic_facial_expression_set/F01-Disgust-Face Forward.mp4,arousal,right,HV-LA,direct,0,,,,,0,0,0,0,"[[0.        0.0058036]
 [0.        0.0221755]
 [0.        0.0387786]
 [0.        0.0559015]
 [0.        0.0720554]
 [0.        0.0897794]
 [0.        0.1054261]
 [0.        0.1229945]
 [0.        0.1388419]
 [0.        0.1563099]
 [0.        0.172078 ]
 [0.        0.1897376]
 [0.        0.2054314]
 [0.        0.2229902]
 [0.        0.2387849]
 [0.        0.2561342]
 [0.        0.2720748]
 [0.        0.2897399]
 [0.        0.3054089]
 [0.        0.3229332]
 [0.        0.3387405]
 [0.        0.3563177]
 [0.        0.3720631]
 [0.        0.3897876]
 [0.        0.4054369]
 [0.        0.4230023]
 [0.        0.4387727]
 [0.        0.4561858]
 [0.        0.4721872]]",0.0,,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.00000000e+00 6.99999509e-06]
 [0.00000000e+00 1.52186000e-02]
 [0.00000000e+00 3.18711000e-02]
 [0.00000000e+00 4.85500000e-02]
 [0.00000000e+00 6.52135000e-02]
 [0.00000000e+00 8.18806000e-02]
 [0.00000000e+00 9.85544000e-02]
 [0.00000000e+00 1.15217000e-01]
 [0.00000000e+00 1.31879500e-01]
 [0.00000000e+00 1.48538900e-01]
 [0.00000000e+00 1.65212900e-01]
 [0.00000000e+00 1.81895800e-01]
 [0.00000000e+00 1.98546800e-01]
 [0.00000000e+00 2.15215100e-01]
 [0.00000000e+00 2.31885900e-01]
 [0.00000000e+00 2.48551900e-01]
 [0.00000000e+00 2.65218300e-01]
 [0.00000000e+00 2.81442000e-01]
 [0.00000000e+00 2.97999200e-01]
 [0.00000000e+00 3.14787400e-01]
 [0.00000000e+00 3.31434300e-01]
 [0.00000000e+00 3.48091800e-01]
 [0.00000000e+00 3.64771400e-01]
 [0.00000000e+00 3.81412600e-01]
 [0.00000000e+00 3.98096800e-01]
 [0.00000000e+00 4.14780200e-01]
 [0.00000000e+00 4.31428900e-01]
 [0.00000000e+00 4.48097500e-01]
 [0.00000000e+00 4.64771300e-01]]","[[1.40000000e+02 6.99999509e-06]
 [1.40000000e+02 1.52186000e-02]
 [1.40000000e+02 3.18711000e-02]
 [1.40000000e+02 4.85500000e-02]
 [1.40000000e+02 6.52135000e-02]
 [1.40000000e+02 8.18806000e-02]
 [1.40000000e+02 9.85544000e-02]
 [1.40000000e+02 1.15217000e-01]
 [1.40000000e+02 1.31879500e-01]
 [1.40000000e+02 1.48538900e-01]
 [1.40000000e+02 1.65212900e-01]
 [1.40000000e+02 1.81895800e-01]
 [1.40000000e+02 1.98546800e-01]
 [1.40000000e+02 2.15215100e-01]
 [1.40000000e+02 2.31885900e-01]
 [1.40000000e+02 2.48551900e-01]
 [1.40000000e+02 2.65218300e-01]
 [1.40000000e+02 2.81442000e-01]
 [1.40000000e+02 2.97999200e-01]
 [1.40000000e+02 3.14787400e-01]
 [1.40000000e+02 3.31434300e-01]
 [1.40000000e+02 3.48091800e-01]
 [1.40000000e+02 3.64771400e-01]
 [1.40000000e+02 3.81412600e-01]
 [1.40000000e+02 3.98096800e-01]
 [1.40000000e+02 4.14780200e-01]
 [1.40000000e+02 4.31428900e-01]
 [1.40000000e+02 4.48097500e-01]
 [1.40000000e+02 4.64771300e-01]]","[[0.00000000e+00 6.99999509e-06]
 [0.00000000e+00 1.52186000e-02]
 [0.00000000e+00 3.18711000e-02]
 [0.00000000e+00 4.85500000e-02]
 [0.00000000e+00 6.52135000e-02]
 [0.00000000e+00 8.18806000e-02]
 [0.00000000e+00 9.85544000e-02]
 [0.00000000e+00 1.15217000e-01]
 [0.00000000e+00 1.31879500e-01]
 [0.00000000e+00 1.48538900e-01]
 [0.00000000e+00 1.65212900e-01]
 [0.00000000e+00 1.81895800e-01]
 [0.00000000e+00 1.98546800e-01]
 [0.00000000e+00 2.15215100e-01]
 [0.00000000e+00 2.31885900e-01]
 [0.00000000e+00 2.48551900e-01]
 [0.00000000e+00 2.65218300e-01]
 [0.00000000e+00 2.81442000e-01]
 [0.00000000e+00 2.97999200e-01]
 [0.00000000e+00 3.14787400e-01]
 [0.00000000e+00 3.31434300e-01]
 [0.00000000e+00 3.48091800e-01]
 [0.00000000e+00 3.64771400e-01]
 [0.00000000e+00 3.81412600e-01]
 [0.00000000e+00 3.98096800e-01]
 [0.00000000e+00 4.14780200e-01]
 [0.00000000e+00 4.31428900e-01]
 [0.00000000e+00 4.48097500e-01]
 [0.00000000e+00 4.64771300e-01]]",39,A,non_immersive,No,,2024-04-29_14h00.03.988,Experiment_VR_non_immersive,60.01536393138096,
