practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,movie_path,emotion,stim_gender,correct_response,continuous_annotation,Subject_id,Age,Gender,Group,date,frame_rate,
,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007361504771668526, 0.029446019086674102, 0.0956995620316905, 0.15459160020503848, 0.20612213360671805, 0.23556815269339215, 0.27237567655173467, 0.2870986860950715, 0.30182169563840855, 0.3165447051817456, 0.33862921949675107, 0.3827982481267622, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.39015975289843063, 0.3827982481267622, 0.3754367433550936, 0.323906209953414, 0.23556815269339215, 0.0956995620316905, -0.014723009543337051, -0.0956995620316905, -0.1251455811183645, -0.14723009543337007, -0.161953104976707, -0.17667611452004406, -0.23556815269339204, -0.33862921949675096, -0.42696727675677304, -0.485859314930121, -0.5521128578751375, -0.5962818865051486, -0.6257279055918226, -0.6625354294501651, -0.7140659628518444, -0.7582349914818556, -0.8171270296552035, -0.8612960582852145, -0.8612960582852145, -0.8612960582852145, -0.8612960582852145, -0.8612960582852145, -0.8612960582852145, -0.8612960582852145, -0.8612960582852145, -0.853934553513546, -0.8171270296552035, -0.7361504771668499, -0.6551739246784964, -0.544751353103469, -0.33862921949675096, -0.23556815269339204, -0.13986859066170154, -0.02944601908667399, 0.05153053340167957, 0.10306106680335891, 0.13250708589003302, 0.15459160020503848, 0.18403761929171258, 0.23556815269339215, 0.30182169563840855, 0.33126771472508265, 0.4196057719851045, 0.45641329584344703, 0.4711363053867841, 0.4711363053867841, 0.4784978101584525, 0.5079438292451264, 0.5521128578751373, 0.6110048960484855, 0.6551739246784964, 0.6625354294501649, 0.6625354294501649, 0.6625354294501649, 0.6625354294501649, 0.6625354294501649, 0.6625354294501649, 0.6625354294501649, 0.6625354294501649, 0.6625354294501649, 0.647812419906828, 0.5889203817334798, 0.4784978101584525, 0.33126771472508265, 0.191399124063381, 0.06625354294501662, -0.007361504771668526, -0.13250708589003302, -0.2208451431500551, -0.3165447051817455, -0.37543674335509347, -0.4196057719851044, -0.44169028630011, -0.46377480061511556, -0.4784978101584525, -0.49322081970178944, -0.500582324473458, -0.5373898483318005, -0.6110048960484855, -0.633089410363491, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.6625354294501651, -0.647812419906828, -0.5594743626468061, -0.3239062099534139, -0.08833805726002197, 0.16931460974837553, 0.3754367433550936, 0.5153053340167948, 0.6257279055918223, 0.7361504771668499, 0.8318500391985406, 0.9349111060018995, 0.9496341155452366, 0.9496341155452366, 0.9496341155452366, 0.9496341155452366, 0.9496341155452366, 0.9496341155452366, 0.9496341155452366, 0.9496341155452366, 0.9496341155452366, 0.9275496012302309, 0.8097655248835349, 0.5668358674184744, 0.43432878152844157, 0.323906209953414, 0.20612213360671805, 0.08097655248835345, -0.05153053340167957, -0.13986859066170154, -0.20612213360671805, -0.2576526670083975, -0.2870986860950714, -0.33862921949675096, -0.4196057719851044, -0.5373898483318005, -0.5668358674184745, -0.5668358674184745, -0.5668358674184745, -0.5668358674184745, -0.5668358674184745, -0.544751353103469, -0.37543674335509347, -0.014723009543337051, 0.4490517910717786, 0.9054650869152256, 0.7729580010251924, 0.36071373381175653, 0.07361504771668503, -0.11042257157502755, -0.191399124063381, -0.20612213360671805, -0.20612213360671805, -0.191399124063381, -0.08833805726002197, 0.2797371813234031, 0.7950425153401981, 0.500582324473458, -0.15459160020503848, -0.279737181323403, -0.279737181323403, -0.27237567655173445, -0.24292965746506057, -0.19876062883504952, -0.17667611452004406, -0.16931460974837553, -0.161953104976707, -0.161953104976707, -0.161953104976707, -0.161953104976707, -0.13986859066170154, -0.13986859066170154, -0.13986859066170154, -0.13986859066170154, -0.13986859066170154, -0.13986859066170154, -0.1251455811183645, -0.06625354294501651, 0.06625354294501662, 0.17667611452004395, 0.24292965746506057, 0.26501417178006603, 0.27237567655173467, 0.27237567655173467, 0.2797371813234031, 0.2208451431500551, 0.0, -0.33862921949675096, -0.5815588769618115, -0.6551739246784964, -0.6551739246784964, -0.647812419906828, -0.515305334016795, -0.08097655248835356, 0.559474362646806, 0.7876810105685295, 0.8171270296552033, 0.8097655248835349, 0.7287889723951815, 0.250291162236729, -0.2208451431500551, -0.49322081970178944, -0.5373898483318005, -0.5300283435601321, -0.44169028630011, -0.161953104976707, 0.06625354294501662, 0.0956995620316905, 0.0956995620316905, 0.08833805726002208, 0.08097655248835345, 0.07361504771668503, 0.07361504771668503, 0.07361504771668503, 0.07361504771668503, 0.07361504771668503, 0.07361504771668503, 0.07361504771668503, 0.07361504771668503, 0.07361504771668503, 0.07361504771668503, 0.10306106680335891, 0.13250708589003302, 0.16195310497670712, 0.191399124063381, 0.23556815269339215, 0.30182169563840855, 0.33126771472508265, 0.33862921949675107, 0.33862921949675107, 0.33126771472508265, 0.22820664792172352, 0.0, -0.3165447051817455, -0.780319505796861, -0.8392115439702089, -0.544751353103469, -0.27237567655173445, -0.03680752385834252, 0.07361504771668503, 0.07361504771668503, 0.06625354294501662, -0.014723009543337051, -0.2870986860950714, -0.6110048960484855, -0.9422726107735679, -0.780319505796861, -0.3459907242684195, -0.03680752385834252, 0.08833805726002208, 0.1251455811183646, 0.1251455811183646, 0.11778407634669597, 0.014723009543337051, -0.30182169563840844, -0.6404509151351594, -0.8318500391985405, -0.8318500391985405, -0.8318500391985405, -0.7508734867101869]",,,,,,,
