movie_path,emotion,stim_gender,correct_response,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,emotion_key,emotion_rt,response,Subject_id,Age,Gender,Group,date,frame_rate,
./amsterdam_dynamic_facial_expression_set/M02-Surprise-Face Forward.mp4,Suprise,male,6,0,0,0,1,1,1.17769050001516,incorrect,S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-01-25_21h52.15.858,59.85887672125987,
