id,movie_path,dimension,hand,stimulus_type,order_emojis_slider,block,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,continuous_annotation,video_duration,recording_dur,valence_value,arousal_value,preference_value,engagement_value,familiarity_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Ira,checkbox_Miedo,checkbox_Tristeza,ID,Sesion,Tarea,Consumo de sustancias psicoactivas en las últimas 24 hs,Horas de sueño la noche anterior,date,exp_name,frame_rate,
99,../amsterdam_dynamic_facial_expression_set/F01-Fear-Face Forward.mp4,valence,right,LV-HA,direct,-1,0,0,0,0,,,,,"[[0.0, 0.012705700006335974], [0.0, 0.029274100001202896], [0.0, 0.04589979999582283], [0.0, 0.062490400014212355], [0.0, 0.07916690001729876], [0.0, 0.09590430001844652], [0.0, 0.11257560001104139], [0.0, 0.12920200001099147], [0.0, 0.14598990001832135], [0.0, 0.16256120000616647], [0.0, 0.17921699999715202], [0.0, 0.19583830001647584], [0.0, 0.21253240000805818], [0.0, 0.22921489999862388], [0.0, 0.2458901999925729], [0.0, 0.26245120001840405], [0.0, 0.2792187000159174], [0.0, 0.2957872000115458], [0.0, 0.31253389999619685], [0.0, 0.32922539999708533], [0.0, 0.3458933999936562], [0.0, 0.36256440001307055], [0.0, 0.37945169999147765], [0.0, 0.3958132000116166], [0.0, 0.41251069999998435], [0.0, 0.42926279999664985], [0.0, 0.4459076999919489], [0.0, 0.46270730000105686], [0.0, 0.4792236000066623], [0.0, 0.49589730001753196], [0.0, 0.5125580000167247], [0.0, 0.5292262000148185], [0.0, 0.5458934000052977], [0.0, 0.5625776000088081], [0.0, 0.5792400999926031], [0.0, 0.5960841000196524], [0.0, 0.6125485000084154], [0.0, 0.6292315000027884], [0.0, 0.6457976000092458], [0.0, 0.6624766000022646], [-0.08833805726002197, 0.6792402999999467], [-0.08833805726002197, 0.695902000006754], [-0.08833805726002197, 0.712531700002728], [-0.08833805726002197, 0.729236100014532], [-0.08833805726002197, 0.7459133999946062], [-0.08833805726002197, 0.7625969999935478], [-0.08833805726002197, 0.7792472000000998], [-0.08833805726002197, 0.7958488000149373], [-0.08833805726002197, 0.8125966000079643], [-0.08833805726002197, 0.8292556999949738], [-0.08833805726002197, 0.8459213000023738], [-0.08833805726002197, 0.8625899000035133], [-0.08833805726002197, 0.879128500004299], [-0.08833805726002197, 0.8959229000029154], [-0.08833805726002197, 0.9125525999988895], [-0.08833805726002197, 0.929205099993851], [-0.08833805726002197, 0.9462286999914795], [-0.08833805726002197, 0.9629256000043824], [-0.08833805726002197, 0.9795375000103377], [-0.08833805726002197, 0.9961332000093535], [-0.08833805726002197, 1.0129645999986678], [-0.08833805726002197, 1.0295973000174854], [-0.08833805726002197, 1.0462993000110146], [-0.08833805726002197, 1.0629333000106271], [-0.08833805726002197, 1.079620900010923], [-0.08833805726002197, 1.0962783000140917], [-0.08833805726002197, 1.112866200011922], [-0.08833805726002197, 1.129497200017795], [-0.08833805726002197, 1.1461558000009973], [-0.08833805726002197, 1.1630522000195924], [-0.08833805726002197, 1.1796127000125125], [-0.08833805726002197, 1.1962945999985095], [-0.08833805726002197, 1.2129153000132646], [-0.08833805726002197, 1.2295502999913879], [-0.08833805726002197, 1.2462476000073366], [-0.08833805726002197, 1.262943300011102], [-0.08833805726002197, 1.2795857000164688], [-0.08833805726002197, 1.29629759999807], [-0.08833805726002197, 1.313014999992447], [-0.08833805726002197, 1.329614499991294], [-0.08833805726002197, 1.3462835999962408], [-0.08833805726002197, 1.3629157000104897], [-0.08833805726002197, 1.3795123000163585], [-0.08833805726002197, 1.3963144000153989], [-0.08833805726002197, 1.4129649999958929], [-0.08833805726002197, 1.4296393000113312], [-0.08833805726002197, 1.4463232000125572], [-0.08833805726002197, 1.4629572000121698], [-0.08833805726002197, 1.4796404000080656], [-0.08833805726002197, 1.4963324000127614], [-0.08833805726002197, 1.5128975000116043], [-0.08833805726002197, 1.5295762000023387], [-0.08833805726002197, 1.5462925000174437], [-0.08833805726002197, 1.5629715000104625], [-0.08833805726002197, 1.5796505000034813], [-0.08833805726002197, 1.5961030000180472], [-0.08833805726002197, 1.6297041999932844], [-0.08833805726002197, 1.6464622000057716], [-0.08833805726002197, 1.6631070000003092], [-0.08833805726002197, 1.679790199996205], [-0.08833805726002197, 1.6964495000138413], [-0.08833805726002197, 1.7130760000145528], [-0.08833805726002197, 1.7297227999952156], [-0.08833805726002197, 1.7463987999944948], [-0.08833805726002197, 1.7629938000172842], [-0.08833805726002197, 1.7797418000118341], [-0.08833805726002197, 1.7961861999938264], [-0.08833805726002197, 1.8129923999949824], [-0.08833805726002197, 1.8296142000181135], [-0.08833805726002197, 1.846411700011231], [-0.08833805726002197, 1.8631155000184663], [-0.08833805726002197, 1.879765799996676], [-0.08833805726002197, 1.8964522000169381], [-0.08833805726002197, 1.9129315000027418], [-0.08833805726002197, 1.9297705999924801], [-0.08833805726002197, 1.9464485000062268], [-0.08833805726002197, 1.963078200002201], [-0.08833805726002197, 1.9797321000078227], [-0.08833805726002197, 1.9963292000174988], [-0.08833805726002197, 2.0131305000104476], [-0.08833805726002197, 2.029800999996951], [-0.08833805726002197, 2.046488499996485], [-0.08833805726002197, 2.0631296999927144], [-0.08833805726002197, 2.0797985999961384], [-0.08833805726002197, 2.096468800009461], [-0.08833805726002197, 2.1130199000181165], [-0.08833805726002197, 2.1297151000180747], [-0.08833805726002197, 2.146377199998824], [-0.08833805726002197, 2.1632616000133567], [-0.08833805726002197, 2.179947500000708], [-0.08833805726002197, 2.196584899997106], [-0.08833805726002197, 2.2131356000027154], [-0.08833805726002197, 2.2298143999942113], [-0.08833805726002197, 2.2464591000170913], [-0.08833805726002197, 2.2631251999991946], [-0.08833805726002197, 2.2797833000076935], [-0.08833805726002197, 2.2964768999954686], [-0.08833805726002197, 2.3131582000060007], [-0.08833805726002197, 2.3298077000072226], [-0.08833805726002197, 2.346459299995331], [-0.08833805726002197, 2.363146699994104], [-0.08833805726002197, 2.3798096000100486], [-0.08833805726002197, 2.3963718000159133], [-0.08833805726002197, 2.413023200002499], [-0.08833805726002197, 2.42981050000526], [-0.08833805726002197, 2.446473599993624], [-0.08833805726002197, 2.4631270999962], [-0.08833805726002197, 2.4797926000028383], [-0.08833805726002197, 2.496342900005402], [-0.08833805726002197, 2.5131336000049487], [-0.08833805726002197, 2.5298102000087965], [-0.08833805726002197, 2.5465720999927726], [-0.08833805726002197, 2.5631546000076924], [-0.08833805726002197, 2.5798282000178006], [-0.08833805726002197, 2.5964364999963436], [-0.08833805726002197, 2.613036099995952], [-0.08833805726002197, 2.62980970001081], [-0.08833805726002197, 2.646466000005603], [-0.08833805726002197, 2.663144000020111], [-0.08833805726002197, 2.679803700011689], [-0.08833805726002197, 2.6964956000156235], [-0.08833805726002197, 2.713029800012009], [-0.08833805726002197, 2.729801600013161], [-0.08833805726002197, 2.7464900000195485], [-0.08833805726002197, 2.7631812000181526], [-0.08833805726002197, 2.7797540000174195], [-0.08833805726002197, 2.7964877000194974], [-0.08833805726002197, 2.8130469000025187], [-0.08833805726002197, 2.82979499999783], [-0.08833805726002197, 2.846298599994043], [-0.08833805726002197, 2.8631698999961372], [-0.08833805726002197, 2.879814300016733], [-0.08833805726002197, 2.8964953999966383], [-0.08833805726002197, 2.9131442999932915], [-0.08833805726002197, 2.929852300003404], [-0.08833805726002197, 2.9465062000090256], [-0.08833805726002197, 2.9631424999970477], [-0.08833805726002197, 2.9798290000180714], [-0.08833805726002197, 2.996513699996285], [-0.08833805726002197, 3.0131431000190787], [-0.08833805726002197, 3.029715800017584], [-0.08833805726002197, 3.0464890000002924], [-0.08833805726002197, 3.0631013000092935], [-0.08833805726002197, 3.07980820001103], [-0.08833805726002197, 3.0963756999990437], [-0.08833805726002197, 3.1131126999971457], [-0.08833805726002197, 3.129752400011057], [-0.08833805726002197, 3.1464357000077143], [-0.08833805726002197, 3.16317089999211], [-0.08833805726002197, 3.1798164999927394], [-0.08833805726002197, 3.196508699998958], [-0.08833805726002197, 3.213161699997727], [-0.08833805726002197, 3.2299566000001505], [-0.08833805726002197, 3.2464854000136256], [-0.08833805726002197, 3.2631732000154443], [-0.08833805726002197, 3.2798223000136204], [-0.08833805726002197, 3.2964833000150975], [-0.08833805726002197, 3.3131273000035435], [-0.08833805726002197, 3.329716100008227], [-0.08833805726002197, 3.346494299999904], [-0.08833805726002197, 3.36316569999326], [-0.08833805726002197, 3.379873800004134], [-0.08833805726002197, 3.396455200010678], [-0.08833805726002197, 3.4129758999915794], [-0.08833805726002197, 3.4298202999925707], [-0.08833805726002197, 3.446490600006655], [-0.08833805726002197, 3.4631596000108402], [-0.08833805726002197, 3.4798272000043653], [-0.08833805726002197, 3.4965283000201453], [-0.08833805726002197, 3.513155499997083], [-0.08833805726002197, 3.52985640001134], [-0.08833805726002197, 3.5464718000148423], [-0.08833805726002197, 3.563169700006256], [-0.08833805726002197, 3.5798264000040945], [-0.08833805726002197, 3.5965285999991465], [-0.08833805726002197, 3.613149600016186], [-0.08833805726002197, 3.629692000016803], [-0.08833805726002197, 3.646333800017601], [-0.08833805726002197, 3.6629826000134926], [-0.08833805726002197, 3.6798595000000205], [-0.08833805726002197, 3.6964531000121497], [-0.08833805726002197, 3.7131367000110913], [-0.08833805726002197, 3.7297962000011466], [-0.08833805726002197, 3.746509699994931], [-0.08833805726002197, 3.7631598000007216], [-0.08833805726002197, 3.779902400012361], [-0.08833805726002197, 3.796520900010364], [-0.08833805726002197, 3.8131432000081986], [-0.08833805726002197, 3.8298354000144172], [-0.08833805726002197, 3.8464941999991424], [-0.08833805726002197, 3.863148300006287], [-0.08833805726002197, 3.879847400006838], [-0.08833805726002197, 3.896503700001631], [-0.08833805726002197, 3.9132501000131015], [-0.08833805726002197, 3.9297916000068653], [-0.08833805726002197, 3.9463707999966573], [-0.08833805726002197, 3.9631575999956112], [-0.08833805726002197, 3.979689400002826], [-0.08833805726002197, 3.996525800001109], [-0.08833805726002197, 4.013160100003006], [-0.08833805726002197, 4.029846799996449]]",0.0,5.0479003000073135,,,,,,,,,,,,,29,A,non_immersive,No,8,2024-04-29_14h00.42.332,Experiment_VR_non_immersive,60.08340778878649,
,,,,,,,,,,,,,,,"[[0.        0.0111023]
 [0.        0.0278643]
 [0.        0.0442535]
 [0.        0.0612257]
 [0.        0.077384 ]
 [0.        0.0951825]
 [0.        0.1109014]
 [0.        0.1283041]
 [0.        0.1442613]
 [0.        0.1618144]
 [0.        0.1774143]
 [0.        0.1951092]
 [0.        0.2108975]
 [0.        0.2284219]
 [0.        0.244248 ]
 [0.        0.2617972]
 [0.        0.2774644]
 [0.        0.2953475]
 [0.        0.3109029]
 [0.        0.3284843]
 [0.        0.3442816]
 [0.        0.3618384]]",0.0,,None,None,None,None,None,False,False,False,False,False,False,False,,,,,,,,,
