movie_path,emotion,stim_gender,correct_response,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,Valencia_value,Arousal_value,Preferencia_value,Engagement_value,Familiaridad_value,checkbox_Neutral,checkbox_Disgust,checkbox_Happiness,checkbox_Surprise,checkbox_Anger,checkbox_Fear,checkbox_Sadness,checkbox_Other,Subject_id,Age,Gender,Group,date,frame_rate,
green_screen,None,None,None,0,0,0,2,0.9,0.0,0.0,0.0,0.0,False,False,False,True,False,True,False,False,S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-01-30_19h31.31.970,59.96023434899624,
