movie_path,dimension,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,continuous_annotation,valence_value,arousal_value,preference_value,engagement_value,familiarity_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Ira,checkbox_Miedo,checkbox_Tristeza,Subject_id,Age,Gender,Group,date,frame_rate,
./amsterdam_dynamic_facial_expression_set/F03-Fear-Face Forward.mp4,arousal,0,1,1,1,"[[0.0, 2.014467000029981], [0.0, 2.0352272999007255], [0.0, 2.0469167998526245], [0.0, 2.0645464998669922], [0.0, 2.081935399910435], [-0.014723009543337051, 2.1023251998703927], [-0.02944601908667399, 2.1162264000158757], [-0.03680752385834252, 2.1353004998527467], [-0.05889203817334798, 2.151740799890831], [-0.10306106680335902, 2.168250899994746], [-0.14723009543337007, 2.183376699918881], [-0.2208451431500551, 2.2055245998781174], [-0.29446019086674, 2.2302889998536557], [-0.3459907242684195, 2.2557381000369787], [-0.42696727675677304, 2.283565399935469], [-0.5079438292451265, 2.3002379999961704], [-0.5300283435601321, 2.315372899873182], [-0.5962818865051486, 2.3351127000059932], [-0.6110048960484855, 2.347115699900314], [-0.618366400820154, 2.3647664999589324], [-0.618366400820154, 2.3807584000751376], [-0.618366400820154, 2.4010212998837233], [-0.618366400820154, 2.4154429000336677], [-0.618366400820154, 2.4353352999314666], [-0.618366400820154, 2.451062300009653], [-0.618366400820154, 2.4713669000193477], [-0.618366400820154, 2.497652200050652], [-0.618366400820154, 2.5207215999253094], [-0.618366400820154, 2.5484257999341935], [-0.618366400820154, 2.575757300015539], [-0.618366400820154, 2.5986244999803603], [-0.618366400820154, 2.6225347998552024], [-0.618366400820154, 2.650651399977505], [-0.618366400820154, 2.672282600076869], [-0.618366400820154, 2.6980002999771386], [-0.618366400820154, 2.720043299952522], [-0.618366400820154, 2.75058180000633], [-0.6110048960484855, 2.7752715998794883], [-0.500582324473458, 2.7983218000736088], [-0.30182169563840844, 2.824175799963996], [-0.04416902863001104, 2.849039899883792], [0.07361504771668503, 3.2306427999865264], [-0.3239062099534139, 3.2534795000683516], [-0.8392115439702089, 3.282631600042805], [-0.9496341155452365, 3.489886000053957], [-0.5521128578751375, 3.527419799938798], [-0.25029116223672887, 3.5500495999585837], [-0.05889203817334798, 3.5697516000363976], [0.03680752385834252, 3.7222768999636173], [-0.2870986860950714, 3.7472953000105917], [-0.824488534426872, 3.776102799922228], [-0.9496341155452365, 3.849415299948305], [-0.6257279055918226, 3.870355600025505], [-0.29446019086674, 3.8975088000297546], [0.0, 3.922756399959326], [0.05153053340167957, 3.996403899975121], [-0.13986859066170154, 4.018161499872804], [-0.39752125767009894, 4.036761400057003], [-0.515305334016795, 4.067045500036329], [-0.515305334016795, 4.0888580998871475], [-0.5079438292451265, 4.114581499947235], [-0.43432878152844145, 4.144209099933505], [-0.37543674335509347, 4.164955399930477], [-0.353352229040088, 4.1902908000629395], [-0.353352229040088, 4.220025399932638], [-0.353352229040088, 4.247296999907121], [-0.353352229040088, 4.268633099971339], [-0.353352229040088, 4.2836694999132305], [-0.353352229040088, 4.304427199997008], [-0.353352229040088, 4.327809700043872], [-0.353352229040088, 4.349308799952269], [-0.353352229040088, 4.3663220999296755], [-0.353352229040088, 4.381653500022367], [-0.353352229040088, 4.398424200015143], [-0.353352229040088, 4.41413679998368], [-0.353352229040088, 4.431725800037384], [-0.353352229040088, 4.448168499860913], [-0.353352229040088, 4.465915699955076], [-0.353352229040088, 4.481205000076443], [-0.353352229040088, 4.498439999995753]]",0.8,-0.4,0.8,-0.6,0.8,False,False,False,True,False,False,False,S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-02-27_00h36.10.403,None,
./amsterdam_dynamic_facial_expression_set/M02-Surprise-Face Forward.mp4,valence,0,2,2,2,"[[0.014723009543337051, 2.5736446999944746], [0.03680752385834252, 2.600646800128743], [0.03680752385834252, 2.623791699996218], [0.04416902863001093, 2.650019499938935], [0.05889203817334798, 2.6708794999867678], [0.05889203817334798, 2.696263900026679], [0.06625354294501662, 2.7216636000666767], [0.06625354294501662, 2.749799899989739], [0.06625354294501662, 2.7709995000623167], [0.06625354294501662, 2.802309300052002], [0.06625354294501662, 2.8264002001378685], [0.06625354294501662, 2.8521112001035362], [0.06625354294501662, 2.8697433001361787], [0.06625354294501662, 2.888766200048849], [0.06625354294501662, 2.9142547000665218], [0.06625354294501662, 2.9378766000736505], [0.06625354294501662, 2.9659806999843568], [0.06625354294501662, 2.9904575999826193], [0.06625354294501662, 3.0140400999225676], [0.06625354294501662, 3.0359014999121428], [0.06625354294501662, 3.048373800003901], [0.07361504771668503, 3.0669812001287937], [0.07361504771668503, 3.083878600038588], [0.07361504771668503, 3.099625299917534], [0.07361504771668503, 3.11680920002982], [0.07361504771668503, 3.134515800047666], [0.07361504771668503, 3.157393499976024], [0.07361504771668503, 3.182198900030926], [0.07361504771668503, 3.2035523999948055], [0.07361504771668503, 3.2193489000201225], [0.07361504771668503, 3.2358037000522017], [0.07361504771668503, 3.2552012000232935], [0.07361504771668503, 3.278969099977985], [0.07361504771668503, 3.304440800100565], [0.04416902863001093, 3.3364838999696076], [-0.06625354294501651, 3.3557675001211464], [-0.24292965746506057, 3.3834500000812113], [-0.33126771472508254, 3.406516900053248], [-0.412244267213436, 3.434899999992922], [-0.5521128578751375, 3.4650898000691086], [-0.603643391276817, 3.4814814999699593], [-0.6625354294501651, 3.502729600062594], [-0.6625354294501651, 3.518851700006053], [-0.6625354294501651, 3.533697000006214], [-0.6625354294501651, 3.55240899999626], [-0.6625354294501651, 3.5687255000229925], [-0.6625354294501651, 3.58866270002909], [-0.6625354294501651, 3.6176819999236614], [-0.6625354294501651, 3.6428533999715], [-0.6625354294501651, 3.6668289999943227], [-0.6625354294501651, 3.69536880007945], [-0.6625354294501651, 3.7229472999460995], [-0.6625354294501651, 3.75279980013147], [-0.6625354294501651, 3.7699166999664158], [-0.6625354294501651, 3.788229600060731], [-0.6625354294501651, 3.817306499928236], [-0.6625354294501651, 3.83790299994871], [-0.6625354294501651, 3.862561000045389], [-0.6625354294501651, 3.8894680999219418], [-0.6625354294501651, 3.9220420999918133], [-0.6625354294501651, 3.9491604999639094], [-0.6625354294501651, 3.9740665999706835], [-0.6625354294501651, 4.00042250007391], [-0.6698969342218335, 4.027781300013885], [-0.6698969342218335, 4.053973699919879], [-0.6698969342218335, 4.070707899983972], [-0.6698969342218335, 4.085988200036809]]",None,None,None,None,0.6,False,False,False,True,False,False,False,S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-02-27_00h36.10.403,None,
