id,movie_path,dimension,hand,stimulus_type,order_emojis_slider, block,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,continuous_annotation,video_duration,valence_value,arousal_value,preference_value,engagement_value,familiarity_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Ira,checkbox_Miedo,checkbox_Tristeza,continuous_annotation_luminance,stim_value_green,stim_value,Subject_id,Age,Gender,Group,date,frame_rate,
12,../stimuli/practice_videos/2D/12.0_The fight to save threatened species-1_2d_cropped.mp4,valence,right,HV-LA,direct,0,0,0,0,0,"[[0.0, 0.014493399998173118], [0.0, 0.02781549998326227], [0.0, 0.04177519999211654], [0.0, 0.04908149997936562], [0.0, 0.06308649998391047], [0.0, 0.07460519997403026], [0.0, 0.088525099970866], [0.0, 0.10373819997766986], [0.0, 0.1225354999769479], [0.0, 0.13943350000772625], [0.0, 0.15606820001266897], [0.0, 0.1768774000229314], [0.0, 0.19367920001968741], [0.0, 0.2105339000117965], [0.0, 0.22667150001507252], [0.0, 0.24000089999753982], [0.0, 0.25662739999825135], [0.0, 0.27273570001125336], [0.0, 0.28737059998093173], [0.0, 0.30452710000099614], [0.0, 0.3203149000182748], [0.0, 0.33822330000111833], [0.0, 0.3536123000085354], [0.0, 0.3704663999960758], [0.0, 0.3889527000137605], [0.0, 0.4060615000198595], [0.0, 0.42106010002316907], [0.0, 0.43587779998779297], [0.0, 0.4496828999835998], [0.0, 0.46704469999531284], [0.0, 0.47348330001113936], [0.0, 0.4861032000044361], [0.0, 0.5012758999946527], [0.0, 0.5189689000253566], [0.0, 0.5334257999784313], [0.0, 0.53987059998326], [0.0, 0.5530933000263758], [0.0, 0.5679996000253595], [0.0, 0.5855137999751605], [0.0, 0.6009526000125334], [0.0, 0.6177744999877177], [0.0, 0.6353420999948867], [0.0, 0.6521156000089832], [0.0, 0.667752199980896], [0.0, 0.6829464000184089], [0.0, 0.7000856000231579], [0.0, 0.70666969998274], [0.0, 0.7190135000273585], [0.0, 0.7348177999956533], [0.0, 0.751326399971731], [0.0, 0.7684138999902643], [0.0, 0.7865190000156872], [0.0, 0.8007880999939516], [0.0, 0.8200695000123233], [0.0, 0.8355822999728844], [0.0, 0.8503475000034086], [0.0, 0.8680982000078075], [0.0, 0.8837177000241354], [0.0, 0.9014960000058636], [0.0, 0.9176842999877408], [0.0, 0.9338104000198655], [0.0, 0.9402779000229202], [0.0, 0.9519381999853067], [0.0, 0.9668296999880113], [0.0, 0.9734522000071593], [0.0, 0.98593660001643], [0.0, 1.000514600018505], [0.0, 1.0070263000088744], [0.0, 1.0206520999781787], [0.0, 1.0368647999712266], [0.0, 1.055641699989792], [0.0, 1.0726074000122026], [0.0, 1.0890346000087447], [0.0, 1.1059988000197336], [0.0, 1.121950700005982], [0.0, 1.139966299990192], [0.0, 1.155905999999959], [0.0, 1.1725333000067621], [0.0, 1.1858116000075825], [0.0, 1.199948699970264], [0.0, 1.2080228999839164], [0.0, 1.2200641999952495], [0.0, 1.2359948999946937], [0.0, 1.2514462000108324], [0.0, 1.2684214999899268], [0.0, 1.2851678999722935], [0.0, 1.3017978999996558], [0.0, 1.319682199973613], [0.0, 1.3354109000065364], [0.0, 1.3530707000172697], [0.0, 1.3684661000152119], [0.0, 1.3849229000043124], [0.0, 1.4032143999938853], [0.0, 1.420348500018008], [0.0, 1.4359148999792524]]",0.0,None,None,None,None,None,False,False,False,False,False,False,False,[],[],[],S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-04-20_11h25.43.874,59.913066155606415,
