Valencia_value,Arousal_value,Preferencia_value,Engagement_value,Familiaridad_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Ira,checkbox_Miedo,checkbox_Tristeza,Subject_id,Age,Gender,Group,date,frame_rate,
None,None,None,None,None,False,False,False,False,False,False,False,,,,,,,
