movie_path,emotion,stim_gender,correct_response,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,continuous_annotation,slider0_value,slider1_value,slider2_value,slider3_value,slider4_value,checkbox_Neutral,checkbox_Disgust,checkbox_Happiness,checkbox_Surprise,checkbox_Anger,checkbox_Fear,checkbox_Sadness,checkbox_Other,Subject_id,Age,Gender,Group,date,frame_rate,
green_screen,None,None,None,0,0,0,2,,,,,"[[0.0, 0.967953099985607], [0.0, 0.982958399981726], [0.0, 0.998193999985233], [0.0, 1.0143849999876693], [0.0, 1.0318718999624252], [0.0, 1.0480478999670595], [0.0, 1.0669330999953672], [0.0, 1.0826849999721162], [0.0, 1.097758999967482], [0.0, 1.114216799964197], [-0.007361504771668526, 1.1310022000106983], [-0.007361504771668526, 1.146955500007607], [-0.014723009543337051, 1.1645681000081822], [-0.022084514315005466, 1.1826527999946848], [-0.03680752385834252, 1.2005768999806605], [-0.08097655248835356, 1.2180303999921307], [-0.13986859066170154, 1.233601899992209], [-0.24292965746506057, 1.2493169999797828], [-0.3459907242684195, 1.2645178000093438], [-0.43432878152844145, 1.281669799995143], [-0.47113630538678397, 1.2969682000111789], [-0.4784978101584525, 1.3145708999945782], [-0.4784978101584525, 1.3331020000041462], [-0.4784978101584525, 1.3474788999883458], [-0.4784978101584525, 1.3647488999995403], [-0.485859314930121, 1.3814798999810591], [-0.485859314930121, 1.3979862999985926], [-0.49322081970178944, 1.4149790999945253], [-0.5079438292451265, 1.4313861000118777], [-0.5226668387884635, 1.4484076999942772], [-0.5226668387884635, 1.4654701999970712], [-0.5226668387884635, 1.480889800004661], [-0.5226668387884635, 1.4996582999592647], [-0.5226668387884635, 1.5135735999792814], [-0.5226668387884635, 1.5319809999782592], [-0.5226668387884635, 1.5471520000137389], [-0.5226668387884635, 1.5639669999945909], [-0.5226668387884635, 1.5795922999968752], [-0.5226668387884635, 1.596390699967742], [-0.5226668387884635, 1.612633500015363], [-0.515305334016795, 1.632757399987895], [-0.5079438292451265, 1.6469168000039645], [-0.485859314930121, 1.6640973999747075], [-0.43432878152844145, 1.6833763999748044], [-0.36807523858342495, 1.6989710999769159], [-0.2870986860950714, 1.713382299989462], [-0.18403761929171258, 1.7321892000036314], [-0.15459160020503848, 1.747665099974256], [-0.13986859066170154, 1.7647173999575898], [-0.1251455811183645, 1.7835557999787852], [-0.11778407634669597, 1.7998450999730267], [-0.0956995620316905, 1.8142938999808393], [-0.06625354294501651, 1.8323802999802865], [-0.02944601908667399, 1.8478610999882221], [0.022084514315005466, 1.8648274999577552], [0.06625354294501662, 1.8828051000018604], [0.11042257157502755, 1.8981831999844871], [0.17667611452004395, 1.9160193999996409], [0.22820664792172352, 1.9315713999676518], [0.2576526670083976, 1.9469063999713399], [0.3165447051817456, 1.9658203999861144], [0.36071373381175653, 1.9837656999588944], [0.39015975289843063, 1.997304099961184], [0.42696727675677315, 2.013435499975458], [0.43432878152844157, 2.0317062999820337], [0.43432878152844157, 2.0467430999851786], [0.43432878152844157, 2.0649376999936067], [0.4490517910717786, 2.0811120999860577], [0.48585931493012113, 2.0969551999587566], [0.5079438292451264, 2.113198500010185], [0.5373898483318005, 2.1325804999796674], [0.5447513531034689, 2.146508099976927], [0.5668358674184744, 2.1654667999828234], [0.5668358674184744, 2.181057800014969], [0.5668358674184744, 2.196423999965191], [0.5668358674184744, 2.2148888999945484], [0.5668358674184744, 2.230325400014408], [0.5668358674184744, 2.2471816999604926], [0.5668358674184744, 2.2652686999645084], [0.5668358674184744, 2.281151300005149], [0.5668358674184744, 2.2963981999782845], [0.5668358674184744, 2.3136587999761105], [0.5668358674184744, 2.3311972999945283], [0.5668358674184744, 2.347879999957513], [0.5668358674184744, 2.364992599992547], [0.5668358674184744, 2.38081920001423], [0.5668358674184744, 2.3977215999620967], [0.5668358674184744, 2.412610500003211], [0.5668358674184744, 2.426815299957525], [0.5521128578751373, 2.442654999962542], [0.5373898483318005, 2.448743899993133], [0.43432878152844157, 2.46273679996375], [0.30182169563840855, 2.476939100015443], [0.16195310497670712, 2.4944373999605887], [0.04416902863001093, 2.5113164999638684], [-0.014723009543337051, 2.5281222999910824], [-0.04416902863001104, 2.544871799997054], [-0.05153053340167957, 2.560791199968662], [-0.05889203817334798, 2.5784675999893807], [-0.08833805726002197, 2.595376099983696], [-0.13986859066170154, 2.610626899986528], [-0.2870986860950714, 2.6279083999688737], [-0.39752125767009894, 2.645556800009217], [-0.4784978101584525, 2.660710099968128], [-0.515305334016795, 2.6790506999823265], [-0.5226668387884635, 2.6952693999628536], [-0.5373898483318005, 2.711254799971357], [-0.574197372190143, 2.7284054000047036], [-0.6404509151351594, 2.7449464999954216], [-0.706704458080176, 2.761537300015334], [-0.7508734867101869, 2.777400199964177], [-0.7729580010251924, 2.793814399978146], [-0.7729580010251924, 2.8107124000089243], [-0.7729580010251924, 2.8271941000130028], [-0.7729580010251924, 2.843706999963615], [-0.7729580010251924, 2.860940699989442], [-0.7729580010251924, 2.877855399972759], [-0.7729580010251924, 2.8938745000050403], [-0.7729580010251924, 2.9105513999820687], [-0.7729580010251924, 2.928605199966114], [-0.7729580010251924, 2.9430415999959223], [-0.7729580010251924, 2.9490318999742158], [-0.7729580010251924, 2.9638297999626957], [-0.7729580010251924, 2.9818955999799073], [-0.7729580010251924, 2.9971196000115015], [-0.7729580010251924, 3.013983400014695], [-0.7729580010251924, 3.029929699958302], [-0.7729580010251924, 3.0475621999939904], [-0.7729580010251924, 3.062023999984376], [-0.7729580010251924, 3.075688899960369], [-0.7729580010251924, 3.0942491999594495], [-0.7729580010251924, 3.1105661999899894], [-0.7729580010251924, 3.1275087000103667], [-0.7582349914818556, 3.1437459000153467], [-0.7361504771668499, 3.161482499970589], [-0.691981448536839, 3.1770036999951117], [-0.6551739246784964, 3.1936155000003055], [-0.6110048960484855, 3.2103719000006095], [-0.5668358674184745, 3.2278880999656394], [-0.5373898483318005, 3.2445538999745622], [-0.5079438292451265, 3.2615207000053488], [-0.4784978101584525, 3.2789791999966837], [-0.4490517910717785, 3.2944768999586813], [-0.42696727675677304, 3.3110852999961935], [-0.40488276244176746, 3.3270452999859117], [-0.3901597528984305, 3.344654399959836], [-0.3901597528984305, 3.3624624999938533], [-0.3901597528984305, 3.3789376000058837], [-0.3901597528984305, 3.3949994000140578], [-0.3901597528984305, 3.4134124999982305], [-0.3901597528984305, 3.4304003000142984], [-0.3901597528984305, 3.4481275000143796], [-0.3901597528984305, 3.465207399975043], [-0.3901597528984305, 3.4819169999682344], [-0.3901597528984305, 3.5014632999664173], [-0.3901597528984305, 3.515759199974127], [-0.3901597528984305, 3.5303319999948144], [-0.3901597528984305, 3.5476302999886684], [-0.3901597528984305, 3.5637991999974474], [-0.3901597528984305, 3.5820421999669634], [-0.3901597528984305, 3.598528800008353], [-0.3901597528984305, 3.6149366999743506], [-0.3901597528984305, 3.631362399959471], [-0.3901597528984305, 3.648580899985973], [-0.3901597528984305, 3.664445500005968], [-0.3901597528984305, 3.6815619000117294], [-0.3901597528984305, 3.697852699959185], [-0.3901597528984305, 3.7150439000106417]]",None,None,None,None,None,False,False,False,False,False,False,False,False,S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-01-27_10h49.47.473,59.81229704757134,
./amsterdam_dynamic_facial_expression_set/M02-Surprise-Face Forward.mp4,Suprise,male,6.0,0,1,1,1,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.007361504771668526, -0.014723009543337051, -0.11042257157502755, -0.3459907242684195, -0.412244267213436, -0.5594743626468061, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.6110048960484855, -0.603643391276817, -0.5668358674184745, -0.485859314930121, -0.4196057719851044, -0.382798248126762, -0.29446019086674, -0.18403761929171258, -0.08833805726002197, 0.022084514315005466, 0.0956995620316905, 0.15459160020503848, 0.19876062883504964, 0.22820664792172352, 0.250291162236729, 0.2797371813234031, 0.323906209953414, 0.40488276244176746, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.43432878152844157, 0.42696727675677315, 0.42696727675677315, 0.4122442672134361, 0.3459907242684197, 0.26501417178006603, 0.15459160020503848, 0.04416902863001093, -0.06625354294501651, -0.161953104976707, -0.2576526670083975, -0.382798248126762, -0.485859314930121, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321, -0.5300283435601321]",None,None,None,None,None,False,False,False,False,False,False,False,True,S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-01-27_10h49.47.473,59.81229704757134,
./amsterdam_dynamic_facial_expression_set/F03-Fear-Face Forward.mp4,Fear,female,2.0,0,2,2,0,,,,,"[-0.03680752385834252, -0.05153053340167957, -0.08097655248835356, -0.08097655248835356, -0.0956995620316905, -0.11042257157502755, -0.1251455811183645, -0.13986859066170154, -0.16931460974837553, -0.18403761929171258, -0.20612213360671805, -0.21348363837838658, -0.2208451431500551, -0.2208451431500551, -0.2208451431500551, -0.22820664792172352, -0.23556815269339204, -0.23556815269339204, -0.23556815269339204, -0.23556815269339204, -0.24292965746506057, -0.2576526670083975, -0.29446019086674, -0.29446019086674, -0.29446019086674, -0.29446019086674, -0.29446019086674, -0.30182169563840844, -0.30918320041007696, -0.30918320041007696, -0.3165447051817455, -0.3165447051817455, -0.3165447051817455, -0.3165447051817455, -0.3165447051817455, -0.33126771472508254, -0.3459907242684195, -0.3607137338117564, -0.3607137338117564, -0.3607137338117564, -0.3607137338117564, -0.37543674335509347, -0.3901597528984305, -0.43432878152844145, -0.4564132958434469, -0.4784978101584525, -0.4784978101584525, -0.4784978101584525, -0.4784978101584525, -0.4784978101584525, -0.485859314930121, -0.485859314930121, -0.485859314930121, -0.485859314930121, -0.4784978101584525, -0.4784978101584525, -0.47113630538678397, -0.46377480061511556, -0.39752125767009894, -0.27237567655173445, -0.17667611452004406, -0.10306106680335902, -0.08097655248835356, -0.06625354294501651, -0.05153053340167957, -0.03680752385834252, -0.02944601908667399, 0.014723009543337051, 0.08097655248835345, 0.11042257157502755, 0.13250708589003302, 0.16931460974837553, 0.2208451431500551, 0.250291162236729, 0.29446019086674013, 0.3091832004100772, 0.3533522290400881, 0.39015975289843063, 0.43432878152844157, 0.46377480061511567, 0.46377480061511567, 0.4711363053867841, 0.4711363053867841, 0.4784978101584525, 0.49322081970178955, 0.5153053340167948, 0.5447513531034689, 0.5447513531034689, 0.5447513531034689, 0.5447513531034689, 0.5521128578751373, 0.5521128578751373, 0.5521128578751373, 0.5521128578751373, 0.5521128578751373, 0.5521128578751373, 0.5521128578751373, 0.5521128578751373, 0.5521128578751373, 0.5521128578751373, 0.5447513531034689, 0.5447513531034689, 0.5373898483318005, 0.43432878152844157, 0.26501417178006603, 0.1251455811183646, 0.08097655248835345, 0.06625354294501662, 0.05153053340167957, 0.04416902863001093, 0.014723009543337051, -0.07361504771668503, -0.19876062883504952, -0.2650141717800659, -0.30918320041007696, -0.3459907242684195, -0.36807523858342495, -0.40488276244176746, -0.43432878152844145, -0.485859314930121, -0.5373898483318005, -0.58892038173348, -0.6257279055918226, -0.633089410363491, -0.633089410363491, -0.6404509151351594, -0.6404509151351594, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.647812419906828, -0.6404509151351594, -0.6257279055918226, -0.6257279055918226, -0.5962818865051486, -0.5079438292451265, -0.382798248126762, -0.25029116223672887, -0.14723009543337007, -0.014723009543337051, 0.05889203817334798, 0.11042257157502755, 0.13986859066170143, 0.2208451431500551, 0.29446019086674013, 0.33862921949675107, 0.3754367433550936, 0.39752125767009905, 0.40488276244176746, 0.4122442672134361, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4196057719851045, 0.4122442672134361, 0.40488276244176746, 0.40488276244176746, 0.39015975289843063, 0.3754367433550936, 0.3533522290400881, 0.33126771472508265, 0.3165447051817456, 0.30182169563840855, 0.27237567655173467, 0.2576526670083976, 0.2208451431500551, 0.191399124063381, 0.16931460974837553, 0.14723009543337007, 0.11778407634669597, 0.0956995620316905, 0.014723009543337051, -0.03680752385834252, -0.07361504771668503, -0.10306106680335902, -0.11042257157502755, -0.11778407634669597, -0.13250708589003302, -0.13986859066170154, -0.161953104976707, -0.17667611452004406, -0.191399124063381, -0.2208451431500551, -0.24292965746506057, -0.2650141717800659, -0.29446019086674, -0.30918320041007696, -0.30918320041007696, -0.30918320041007696, -0.30918320041007696, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139, -0.3239062099534139]",None,None,None,None,None,False,False,False,False,False,False,False,False,S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-01-27_10h49.47.473,59.81229704757134,
