movie_path,dimension,hand,stimulus_type,order_emojis_slider, block,id,block,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,continuous_annotation,video_duration,valence_value,arousal_value,preference_value,engagement_value,familiarity_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Ira,checkbox_Miedo,checkbox_Tristeza,continuous_annotation_luminance,stim_value_green,stim_value,Subject_id,Age,Gender,Group,date,frame_rate,
./amsterdam_dynamic_facial_expression_set/F01-Disgust-Face Forward.mp4,valence,right,HV-LA,direct,0,,,0,0,0,0,,,,,"[[0.0, 0.008364600013010204], [0.0, 0.02208940000855364], [0.0, 0.0404034000239335], [0.0, 0.058287200023187324], [0.0, 0.07522710002376698], [0.0, 0.0915003000118304], [0.0, 0.10894120001466945], [0.0, 0.12231480001355521], [0.0, 0.14195290001225658], [0.0, 0.15904070000397041], [0.0, 0.17682280001463369], [0.0, 0.1935904000129085], [0.0, 0.2100112000189256], [0.0, 0.22524650002014823], [0.0, 0.24234540000907145], [0.0, 0.2610389000037685], [0.0, 0.2781916000240017], [0.0, 0.2940019000088796], [0.0, 0.31043350000982173], [0.0, 0.32652950001647696], [0.0, 0.34207390001392923], [0.0, 0.3589697999996133], [0.0, 0.3752765000099316], [0.0, 0.39275710002402775], [0.0, 0.4099802000273485], [0.0, 0.42912430001888424], [0.0, 0.44238140000379644], [0.0, 0.4578437000163831], [0.0, 0.47157290001632646], [0.0, 0.4857009000261314], [0.0, 0.5064723000105005], [0.0, 0.5269207000092138], [0.0, 0.5418085000128485], [0.0, 0.5585771000187378], [0.0, 0.573798600002192], [0.0, 0.5906100000138395], [0.0, 0.6064163000264671], [0.0, 0.6225422999996226], [0.0, 0.6389809000247624], [0.0, 0.6573371000122279], [0.0, 0.6737353000207804], [0.0, 0.6925055000174325], [0.0, 0.708367300016107], [0.0, 0.7248976000119001], [0.0, 0.7405792000063229], [0.0, 0.758878900000127], [0.0, 0.7741990000067744], [0.0, 0.790309600008186], [0.0, 0.8073421000153758], [0.0, 0.8236043000069913], [0.0, 0.839144400000805], [0.0, 0.858442600001581], [0.0, 0.8735660000238568], [0.0, 0.890937300020596], [0.0, 0.9060489000112284], [0.0, 0.9250056000018958], [0.0, 0.9391517000040039], [0.0, 0.9528986000223085]]",6.01,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 7.914515100012068], [0.0, 7.924889300018549], [0.0, 7.938942600012524], [0.0, 7.955891400022665], [0.0, 7.974043300026096], [0.0, 7.990651200001594]]","[[140.0, 0.0001126999850384891], [140.0, 0.01138599999831058], [140.0, 0.02526729999226518], [140.0, 0.04140619997633621], [140.0, 0.058523899991996586], [140.0, 0.07553119998192415]]","[[0.0, 0.0001126999850384891], [0.0, 0.01138599999831058], [0.0, 0.02526729999226518], [0.0, 0.04140619997633621], [0.0, 0.058523899991996586], [0.0, 0.07553119998192415]]",S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-04-16_18h35.34.766,59.40034166524165,
./amsterdam_dynamic_facial_expression_set/F01-Fear-Face Forward.mp4,arousal,right,LV-HA,direct,0,,,0,1,1,1,,,,,"[[0.0, 0.0086347000033129]]",6.01,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 6.110527200013166], [0.0, 6.122887900011847], [0.0, 6.138681800017366], [0.0, 6.154934299993329], [0.0, 6.173540499992669], [0.0, 6.1926461000111885], [0.0, 6.2086389000178315], [0.0, 6.2275359999912325], [0.0, 6.243897900014417], [0.0, 6.259007399989059], [0.0, 6.2764237000083085], [0.0, 6.293838000012329], [0.0, 6.310972500010394], [0.0, 6.326794299995527], [0.0, 6.342453999997815], [0.0, 6.358788700017612], [0.0, 6.376361000002362], [0.0, 6.393191300012404], [0.0, 6.409474999993108], [0.0, 6.426504800008843], [0.0, 6.444550699990941], [0.0, 6.461022100003902], [0.0, 6.476367499999469], [0.0, 6.493730100017274], [0.0, 6.509583600010956], [0.0, 6.523381700011669]]","[[140.0, 0.00014029999147169292], [140.0, 0.012330500001553446], [140.0, 0.02819779998390004], [140.0, 0.043906699982471764], [140.0, 0.06220949999988079], [140.0, 0.08186669999849983], [140.0, 0.09760059998370707], [140.0, 0.11614379999809898], [140.0, 0.13233910000417382], [140.0, 0.14788179998868145], [140.0, 0.16479109998908825], [140.0, 0.18217600000207312], [140.0, 0.19899720000103116], [140.0, 0.21543559999554418], [140.0, 0.2314667000027839], [140.0, 0.24769180000294], [140.0, 0.264759799989406], [140.0, 0.28193269998882897], [140.0, 0.29819919998408295], [140.0, 0.3149507000052836], [140.0, 0.3324706999992486], [140.0, 0.34923029999481514], [140.0, 0.3649604999809526], [140.0, 0.38242489998810925], [140.0, 0.3975643999874592], [140.0, 0.41299260000232607]]","[[0.0, 0.00014029999147169292], [0.0, 0.012330500001553446], [0.0, 0.02819779998390004], [0.0, 0.043906699982471764], [0.0, 0.06220949999988079], [0.0, 0.08186669999849983], [0.0, 0.09760059998370707], [0.0, 0.11614379999809898], [0.0, 0.13233910000417382], [0.0, 0.14788179998868145], [0.0, 0.16479109998908825], [0.0, 0.18217600000207312], [0.0, 0.19899720000103116], [0.0, 0.21543559999554418], [0.0, 0.2314667000027839], [0.0, 0.24769180000294], [0.0, 0.264759799989406], [0.0, 0.28193269998882897], [0.0, 0.29819919998408295], [0.0, 0.3149507000052836], [0.0, 0.3324706999992486], [0.0, 0.34923029999481514], [0.0, 0.3649604999809526], [0.0, 0.38242489998810925], [0.0, 0.3975643999874592], [0.0, 0.41299260000232607]]",S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-04-16_18h35.34.766,59.40034166524165,
./amsterdam_dynamic_facial_expression_set/F01-Joy-Face Forward.mp4,arousal,right,LV-LA,inverse,0,,,0,2,2,2,,,,,"[[0.0, 0.012506900005973876]]",6.01,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 6.3620434000040404], [0.0, 6.370935199985979], [0.0, 6.384726599993883], [0.0, 6.400857600005111], [0.0, 6.417962799983798], [0.0, 6.433969499979867], [0.0, 6.449684599996544], [0.0, 6.466086800006451], [0.0, 6.472165799990762], [0.0, 6.484864700003527], [0.0, 6.50264769999194], [0.0, 6.518014400004176], [0.0, 6.536132099980023], [0.0, 6.554945999989286], [0.0, 6.5702485000074375], [0.0, 6.586877900001127], [0.0, 6.602944899990689], [0.0, 6.620127300004242], [0.0, 6.636582899984205], [0.0, 6.653252899996005], [0.0, 6.670200799999293], [0.0, 6.687953099986771], [0.0, 6.704836399992928]]","[[140.0, 0.00011059999815188348], [140.0, 0.009500699990894645], [140.0, 0.023152199981268495], [140.0, 0.03899529998307116], [140.0, 0.05577219999395311], [140.0, 0.07196010000188835], [140.0, 0.08817740000085905], [140.0, 0.1046032999875024], [140.0, 0.110801899980288], [140.0, 0.12320959998760372], [140.0, 0.1384529999922961], [140.0, 0.15545669998391531], [140.0, 0.17362109999521635], [140.0, 0.19219869998050854], [140.0, 0.20821779998368584], [140.0, 0.22464020000188611], [140.0, 0.24107580000418238], [140.0, 0.25808289999258704], [140.0, 0.27436469998792745], [140.0, 0.2908166999986861], [140.0, 0.30825149998418055], [140.0, 0.3251997999905143], [140.0, 0.3425881000002846]]","[[-0.0, 0.00011059999815188348], [-0.0, 0.009500699990894645], [-0.0, 0.023152199981268495], [-0.0, 0.03899529998307116], [-0.0, 0.05577219999395311], [-0.0, 0.07196010000188835], [-0.0, 0.08817740000085905], [-0.0, 0.1046032999875024], [-0.0, 0.110801899980288], [-0.0, 0.12320959998760372], [-0.0, 0.1384529999922961], [-0.0, 0.15545669998391531], [-0.0, 0.17362109999521635], [-0.0, 0.19219869998050854], [-0.0, 0.20821779998368584], [-0.0, 0.22464020000188611], [-0.0, 0.24107580000418238], [-0.0, 0.25808289999258704], [-0.0, 0.27436469998792745], [-0.0, 0.2908166999986861], [-0.0, 0.30825149998418055], [-0.0, 0.3251997999905143], [-0.0, 0.3425881000002846]]",S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-04-16_18h35.34.766,59.40034166524165,
./amsterdam_dynamic_facial_expression_set/F01-Disgust-Face Forward.mp4,arousal,left,HV-LA,inverse,0,,,0,3,3,3,,,,,"[[0.0, 0.009488899988355115], [0.0, 0.023599799984367564], [0.0, 0.040589099982753396], [0.0, 0.0582274999760557], [0.0, 0.07306489997426979], [0.0, 0.08758289998513646], [0.0, 0.1039048999955412], [0.0, 0.12235989997861907], [0.0, 0.13749619998270646], [0.0, 0.15511669998522848], [0.0, 0.17060129999299534], [0.0, 0.1760074999765493], [0.0, 0.1879853999998886], [0.0, 0.20376879998366348], [0.0, 0.2091595999954734], [0.0, 0.22081189998425543], [0.0, 0.22579999998561107], [0.0, 0.23700329998973757], [0.0, 0.24251049998565577], [0.0, 0.2545465999864973], [0.0, 0.27090279999538325], [0.0, 0.28782800000044517], [0.0, 0.3061923999921419], [0.0, 0.32526909999432974], [0.0, 0.33990069999708794], [0.0, 0.3552472999726888], [0.0, 0.37236049998318776], [0.0, 0.3908346999960486], [0.0, 0.40840190000017174], [0.0, 0.4263506999996025], [0.0, 0.4410077999928035], [0.0, 0.45659950000117533], [0.0, 0.47389389999443665], [0.0, 0.49430649998248555], [0.0, 0.5097514999797568]]",6.01,,,,,,,,,,,,,,,,S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-04-16_18h35.34.766,59.40034166524165,
../stimuli/exp_videos/2D/101.0_Virtual Reality 360 Inside Rattlesnake Den-0-2d_cropped.mp4,valence,left,LV-LA,inverse,,101,6,,,,,0,0,0,3,"[[0.0, 0.005987500015180558], [0.0, 0.019378400000277907], [0.0, 0.033796000003349036], [0.0, 0.04015640000579879], [0.0, 0.05247990001225844], [0.0, 0.06814899999881163], [0.0, 0.08512240002164617], [0.0, 0.10322440002346411], [0.0, 0.12148060000617988], [0.0, 0.13818560002255253], [0.0, 0.15486260000034235], [0.0, 0.17290550001780502], [0.0, 0.18830930002150126], [0.0, 0.20380060002207756], [0.0, 0.22095300001092255], [0.0, 0.2378183000255376], [0.0, 0.2534682000114117], [0.0, 0.27111890001106076], [0.0, 0.289004800026305], [0.0, 0.3047565000015311], [0.0, 0.32203610002761707], [0.0, 0.33910240000113845], [0.0, 0.3538649000111036], [0.0, 0.3677818000141997], [0.0, 0.38410100000328384], [0.0, 0.4006239000009373], [0.0, 0.4182413000089582], [0.0, 0.43359510001027957], [0.0, 0.4390555999998469], [0.0, 0.4505005000100937], [0.0, 0.4671878000081051], [0.0, 0.47365040000295267], [0.0, 0.48597400001017377], [0.0, 0.5004352000250947], [0.0, 0.5071560000069439], [0.0, 0.5195231000252534], [0.0, 0.5340324999997392], [0.0, 0.540300600026967], [0.0, 0.5524671000021044], [0.0, 0.5690642000117805], [0.0, 0.5858200000075158], [0.0, 0.6012872999999672], [0.0, 0.6193543000263162], [0.0, 0.6365480000094976], [0.0, 0.6486023000034038], [0.0, 0.6622623000002932], [0.0, 0.6803386000101455], [0.0, 0.6957415000069886], [0.0, 0.7131725000217557], [0.0, 0.7287774000142235], [0.0, 0.7455324000038672], [0.0, 0.7620811000233516], [0.0, 0.7799923000275157], [0.0, 0.7956956000125501], [0.0, 0.812836100027198], [0.0, 0.8292925000132527], [0.0, 0.8444984000234399], [0.0, 0.8605147000052966], [0.0, 0.8776363000215497], [0.0, 0.8945202000031713], [0.0, 0.9110344000218902], [0.0, 0.927254800015362], [0.0, 0.9449230000027455], [0.0, 0.9621421000047121], [0.0, 0.9776531000097748], [0.0, 0.9950910000188742], [0.0, 1.0143489000038244], [0.0, 1.0300640000205021], [0.0, 1.0472153000009712], [0.0, 1.0618923000001814], [0.0, 1.0789039000228513], [0.0, 1.0965039000147954], [0.0, 1.114096300007077], [0.0, 1.1295257000019774], [0.0, 1.1456418000161648], [0.0, 1.1637917000043672], [0.0, 1.1796384000044782], [0.0, 1.1961770000052638], [0.0, 1.213777700002538], [0.0, 1.2289942000061274], [0.0, 1.2456345000246074], [0.0, 1.2624381000059657], [0.0, 1.2791378000110853]]",124.0,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 13.281660200009355], [0.0, 13.288711500004865], [0.0, 13.30222800001502], [0.0, 13.316196700005094], [0.0, 13.322405300015816], [0.0, 13.334892600018065], [0.0, 13.338863500015577], [0.0, 13.351286900026025], [0.0, 13.35598070002743], [0.0, 13.368331700010458], [0.0, 13.383810400002403], [0.0, 13.389209900022252], [0.0, 13.401008800021373], [0.0, 13.407120500021847], [0.0, 13.418905300000915], [0.0, 13.435387200006517], [0.0, 13.452662600000622], [0.0, 13.470126300002448], [0.0, 13.487976300006267], [0.0, 13.498604799999157], [0.0, 13.513089500018395], [0.0, 13.52790559999994], [0.0, 13.545012700022198], [0.0, 13.561069500021404], [0.0, 13.578149900014978], [0.0, 13.596874400012894], [0.0, 13.611850700021023], [0.0, 13.628407200012589], [0.0, 13.643845100014005], [0.0, 13.662955600011628], [0.0, 13.680174000008265], [0.0, 13.696695300022839], [0.0, 13.713751900009811], [0.0, 13.730933500017272], [0.0, 13.74667180000688], [0.0, 13.763232400000561], [0.0, 13.782462400005898], [0.0, 13.798255300003802], [0.0, 13.813457100011874], [0.0, 13.830182100005914]]","[[140.0, 0.0001283000165130943], [140.0, 0.0074013000121340156], [140.0, 0.020930200000293553], [140.0, 0.03459130000555888], [140.0, 0.041125699994154274], [140.0, 0.053306399990106], [140.0, 0.05775179999182001], [140.0, 0.06969289999688044], [140.0, 0.07461169999442063], [140.0, 0.08663090001209639], [140.0, 0.10181429999647662], [140.0, 0.10788090000278316], [140.0, 0.11976120001054369], [140.0, 0.12580450001405552], [140.0, 0.13747390001663007], [140.0, 0.1528853999916464], [140.0, 0.17057819999172352], [140.0, 0.18771019999985583], [140.0, 0.20528480000211857], [140.0, 0.21651880000717938], [140.0, 0.23039720000815578], [140.0, 0.24601880001137033], [140.0, 0.26261500001419336], [140.0, 0.2791282999969553], [140.0, 0.29613259999314323], [140.0, 0.3130931000050623], [140.0, 0.329270499991253], [140.0, 0.34633679999387823], [140.0, 0.36176759999943897], [140.0, 0.3802696999919135], [140.0, 0.39732409999123774], [140.0, 0.4147510000038892], [140.0, 0.43163380000623874], [140.0, 0.44907400000374764], [140.0, 0.46503419999498874], [140.0, 0.48133680000319146], [140.0, 0.49974520000978373], [140.0, 0.5158329000114463], [140.0, 0.5316249000024982], [140.0, 0.5481441000010818]]","[[-0.0, 0.0001283000165130943], [-0.0, 0.0074013000121340156], [-0.0, 0.020930200000293553], [-0.0, 0.03459130000555888], [-0.0, 0.041125699994154274], [-0.0, 0.053306399990106], [-0.0, 0.05775179999182001], [-0.0, 0.06969289999688044], [-0.0, 0.07461169999442063], [-0.0, 0.08663090001209639], [-0.0, 0.10181429999647662], [-0.0, 0.10788090000278316], [-0.0, 0.11976120001054369], [-0.0, 0.12580450001405552], [-0.0, 0.13747390001663007], [-0.0, 0.1528853999916464], [-0.0, 0.17057819999172352], [-0.0, 0.18771019999985583], [-0.0, 0.20528480000211857], [-0.0, 0.21651880000717938], [-0.0, 0.23039720000815578], [-0.0, 0.24601880001137033], [-0.0, 0.26261500001419336], [-0.0, 0.2791282999969553], [-0.0, 0.29613259999314323], [-0.0, 0.3130931000050623], [-0.0, 0.329270499991253], [-0.0, 0.34633679999387823], [-0.0, 0.36176759999943897], [-0.0, 0.3802696999919135], [-0.0, 0.39732409999123774], [-0.0, 0.4147510000038892], [-0.0, 0.43163380000623874], [-0.0, 0.44907400000374764], [-0.0, 0.46503419999498874], [-0.0, 0.48133680000319146], [-0.0, 0.49974520000978373], [-0.0, 0.5158329000114463], [-0.0, 0.5316249000024982], [-0.0, 0.5481441000010818]]",S6,21,"['Male', 'Female', 'Non-binary', 'Rather not say']","['Test', 'Control']",2024-04-16_18h35.34.766,59.40034166524165,
