id,movie_path,dimension,hand,stimulus_type,order_emojis_slider,block,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,continuous_annotation,video_duration,ID,Sesion,Tarea,Consumo de sustancias psicoactivas en las últimas 24 hs,Horas de sueño la noche anterior,date,exp_name,frame_rate,
90,../amsterdam_dynamic_facial_expression_set/F01-Fear-Face Forward.mp4,valence,right,LV-HA,direct,-1,0,0,0,0,"[[0.0, 4.349998198449612e-05], [0.0, 0.021545100025832653], [0.0, 0.03776790003757924], [0.0, 0.057038099970668554], [0.0, 0.07157919998280704], [0.0, 0.0890095999930054], [0.0, 0.10502210003323853], [0.0, 0.12240799993742257], [0.0, 0.13846139993984252], [0.0, 0.15576080000028014], [0.0, 0.1712273999582976], [0.0, 0.1887396000092849], [0.0, 0.20455349993426353], [0.0, 0.2219963000388816], [0.0, 0.23782669997308403], [0.0, 0.25617439998313785], [0.0, 0.27161689999047667], [0.0, 0.28904469998087734], [0.0, 0.30437899997923523], [0.0, 0.32207380002364516], [0.0, 0.3380477000027895], [0.0, 0.35586589993909], [0.0, 0.37144070002250373], [0.0, 0.3885004000039771], [0.0, 0.4042668000329286], [0.0, 0.42183160001877695], [0.0, 0.4379201999399811], [0.0, 0.4551458000205457], [0.0, 0.4712133000139147], [0.0, 0.4887391999363899], [0.0, 0.5044623999856412], [0.0, 0.5220853999489918], [0.0, 0.5377151999855414], [0.0, 0.5550449000438675], [0.05889203817334798, 0.5709681999869645], [0.04416902863001093, 0.5855761000420898], [0.022084514315005466, 0.6009546000277624], [0.022084514315005466, 0.6188737000338733], [0.022084514315005466, 0.6342940999893472], [0.022084514315005466, 0.6520531999412924], [0.022084514315005466, 0.667669799993746], [0.022084514315005466, 0.6856089000357315], [0.022084514315005466, 0.7008112999610603], [0.022084514315005466, 0.7187413999345154], [0.022084514315005466, 0.7342552000191063], [0.022084514315005466, 0.752146799932234], [0.022084514315005466, 0.7678548999829218], [0.014723009543337051, 0.7855690999422222], [0.014723009543337051, 0.8007939000381157], [0.05153053340167957, 0.8189468999626115], [0.07361504771668503, 0.8343106999527663], [0.11042257157502755, 0.8521804999327287], [0.16931460974837553, 0.8678253999678418], [0.250291162236729, 0.8854246999835595], [0.36071373381175653, 0.9010203999932855], [0.42696727675677315, 0.9187401999952272], [0.5962818865051485, 0.934280899935402], [0.7287889723951815, 0.9520924999378622], [0.9201880964585625, 0.9678311999887228], [0.9201880964585625, 0.9854396999580786], [1.0, 1.001099899993278], [1.0, 1.0187390999635682], [1.0, 1.0343057999853045], [1.0, 1.0520999999716878], [1.0, 1.068076999974437], [1.0, 1.0853598000248894], [1.0, 1.101126299938187], [1.0, 1.1187402999494225], [1.0, 1.134254900040105], [1.0, 1.152027799980715], [1.0, 1.1680565000278875], [1.0, 1.1855092999758199], [1.0, 1.2012397999642417], [1.0, 1.2190309000434354], [1.0, 1.2343388999579474], [1.0, 1.2523060999810696], [1.0, 1.2680870000040159], [1.0, 1.2857819999335334], [1.0, 1.3013931999448687], [1.0, 1.3188560999697074], [1.0, 1.3343618999933824], [1.0, 1.3519842999521643], [1.0, 1.3678554999642074], [1.0, 1.3858997999923304], [1.0, 1.4012532000197098], [1.0, 1.4189281000290066], [1.0, 1.4341762999538332], [1.0, 1.452219899976626], [1.0, 1.4678744999691844], [1.0, 1.485690000001341], [1.0, 1.5013015000149608], [1.0, 1.5187368999468163], [1.0, 1.5343597000464797], [1.0, 1.5524628999410197], [1.0, 1.568132899934426], [1.0, 1.5854857999365777], [1.0, 1.6011923999758437], [1.0, 1.6190615999512374], [1.0, 1.6343985999701545], [1.0, 1.6521265000337735], [1.0, 1.6680437999311835], [1.0, 1.6856443999568], [1.0, 1.7012154000112787], [1.0, 1.719024799996987], [1.0, 1.7346318999771029], [1.0, 1.7523239000001922], [1.0, 1.7679349000100046], [1.0, 1.785507099935785], [1.0, 1.8012267999583855], [1.0, 1.8190629000309855], [1.0, 1.8343310999916866], [0.7582349914818556, 1.8523000000277534], [0.5521128578751373, 1.8679402000270784], [0.3754367433550936, 1.8856636999407783], [0.33126771472508265, 1.9012645999900997], [0.2870986860950715, 1.9190159999998286], [0.250291162236729, 1.934578499989584], [0.17667611452004395, 1.9523235999513417], [0.11042257157502755, 1.9678927999921143], [0.05153053340167957, 1.9854652000358328], [-0.02944601908667399, 2.001308099948801], [-0.08833805726002197, 2.018889999948442], [-0.1251455811183645, 2.0346765000140294], [-0.16931460974837553, 2.0522803999483585], [-0.20612213360671805, 2.0678917999612167], [-0.23556815269339204, 2.0856360000325367], [-0.2576526670083975, 2.1012116000056267], [-0.29446019086674, 2.1189822000451386], [-0.3239062099534139, 2.1345324999419972], [-0.3607137338117564, 2.152300199959427], [-0.37543674335509347, 2.1680417000316083], [-0.3901597528984305, 2.185826599947177], [-0.42696727675677304, 2.201232200022787], [-0.46377480061511556, 2.218845000024885], [-0.49322081970178944, 2.234566899947822], [-0.515305334016795, 2.252231699996628], [-0.5668358674184745, 2.267951300018467], [-0.603643391276817, 2.285593800013885], [-0.6404509151351594, 2.301167899975553], [-0.6625354294501651, 2.3190700999693945], [-0.7287889723951815, 2.3346066999947652], [-0.7876810105685295, 2.352366399951279], [-0.7876810105685295, 2.3707962000044063], [-0.8465730487418774, 2.3884313999442384], [-0.868657563056883, 2.404141900013201], [-0.898103582143557, 2.421799600007944], [-0.9054650869152255, 2.4379694999661297], [-0.927549601230231, 2.4550397000275552], [-0.9349111060018995, 2.470866199932061], [-0.9496341155452365, 2.488351200008765], [-0.9643571250885735, 2.504199899965897], [-0.9790801346319105, 2.5218337000114843], [-0.9938031441752475, 2.538118200027384], [-0.9938031441752475, 2.5553689999505877], [-0.9938031441752475, 2.57095580000896], [-0.9938031441752475, 2.585665600025095], [-0.9938031441752475, 2.60142189997714], [-0.9938031441752475, 2.6190941999666393], [-1.0, 2.6348225999390706], [-1.0, 2.6523850000230595], [-1.0, 2.6677479000063613], [-1.0, 2.6858674000250176], [-1.0, 2.7015429999446496], [-1.0, 2.7189849000424147], [-1.0, 2.734822000027634], [-1.0, 2.752248900011182], [-0.9643571250885735, 2.768083699978888], [-0.9643571250885735, 2.785433799959719], [-0.898103582143557, 2.80141229997389], [-0.7582349914818556, 2.8190573999891058], [-0.6551739246784964, 2.834774799994193], [-0.6257279055918226, 2.8523438000120223], [-0.5594743626468061, 2.8677533000009134], [-0.5079438292451265, 2.8856281000189483], [-0.46377480061511556, 2.9014422999462113], [-0.42696727675677304, 2.919766500010155], [-0.382798248126762, 2.9348025999497622], [-0.36807523858342495, 2.952080599963665], [-0.3607137338117564, 2.9681285000406206], [-0.353352229040088, 2.985597199993208], [-0.3459907242684195, 3.00137159996666], [-0.3239062099534139, 3.018987899995409], [-0.27237567655173445, 3.0348143000155687], [-0.2576526670083975, 3.052425100002438], [-0.2208451431500551, 3.068101300043054], [-0.2208451431500551, 3.085627599968575], [-0.19876062883504952, 3.1013921999838203], [-0.191399124063381, 3.119075099937618], [-0.17667611452004406, 3.134754700004123], [-0.161953104976707, 3.152277300017886], [-0.11042257157502755, 3.168205800000578], [-0.07361504771668503, 3.1857204999541864], [-0.022084514315005466, 3.2014581999974325], [-0.022084514315005466, 3.2192252000095323], [-0.022084514315005466, 3.234918999951333], [-0.022084514315005466, 3.252229499979876], [0.0, 3.268141599954106], [0.014723009543337051, 3.285812999936752], [0.029446019086674102, 3.3015244000125676], [0.03680752385834252, 3.3192472000373527], [0.03680752385834252, 3.334871800034307], [0.03680752385834252, 3.3526206000242382], [0.03680752385834252, 3.3683581999503076], [0.03680752385834252, 3.385803099954501], [0.03680752385834252, 3.4014892999548465], [0.03680752385834252, 3.4191965999780223], [0.03680752385834252, 3.434950700029731], [0.03680752385834252, 3.452641100040637], [0.03680752385834252, 3.468134699971415], [0.03680752385834252, 3.485572300036438], [0.05153053340167957, 3.501369299949147], [0.05153053340167957, 3.5192270999541506], [0.05153053340167957, 3.5348661999450997], [0.05153053340167957, 3.55262530001346], [0.05153053340167957, 3.568286099936813], [0.05153053340167957, 3.585527900024317], [0.05153053340167957, 3.6013983000302687], [0.05153053340167957, 3.619176400010474], [0.05153053340167957, 3.634902899968438], [0.05153053340167957, 3.6524079999653623], [0.05153053340167957, 3.668504299945198], [0.05153053340167957, 3.685990900034085], [0.05153053340167957, 3.7015418999362737], [0.05153053340167957, 3.7193679999327287], [0.05153053340167957, 3.7348898999625817], [0.05153053340167957, 3.7527011999627575], [0.05153053340167957, 3.768213600036688], [0.05153053340167957, 3.7857171000214294], [0.05153053340167957, 3.801592299947515], [0.05153053340167957, 3.8191644999897107], [0.05153053340167957, 3.834752499940805], [0.05153053340167957, 3.852634000009857], [0.05153053340167957, 3.868213400011882], [0.05153053340167957, 3.8859953000210226], [0.05153053340167957, 3.901482900022529], [0.04416902863001093, 3.919255599961616], [0.04416902863001093, 3.934790699975565], [0.04416902863001093, 3.9524211999960244], [0.04416902863001093, 3.9681254000170156], [0.03680752385834252, 3.9858444000128657], [0.029446019086674102, 4.001485600019805], [0.029446019086674102, 4.018978100037202], [0.029446019086674102, 4.034319799975492], [0.029446019086674102, 4.052570199943148], [0.029446019086674102, 4.068219300010242], [0.029446019086674102, 4.0858758999966085], [0.029446019086674102, 4.101524799945764], [0.029446019086674102, 4.118999699945562], [0.029446019086674102, 4.134950999985449], [0.029446019086674102, 4.152344699949026], [0.029446019086674102, 4.168199999956414], [0.029446019086674102, 4.185750999953598], [0.029446019086674102, 4.20145319995936], [0.029446019086674102, 4.2190879000118], [0.029446019086674102, 4.23482759995386], [0.029446019086674102, 4.252493300009519], [0.029446019086674102, 4.268241100013256], [0.029446019086674102, 4.2860330999828875], [0.029446019086674102, 4.301489799981937], [0.029446019086674102, 4.319273800007068], [0.029446019086674102, 4.334725799970329], [0.029446019086674102, 4.352384199970402], [0.029446019086674102, 4.371154999942519], [0.029446019086674102, 4.388807900017127], [0.029446019086674102, 4.404348699958064], [0.029446019086674102, 4.42208439996466], [0.029446019086674102, 4.437635899987072], [0.029446019086674102, 4.455118100042455], [0.029446019086674102, 4.4710156000219285], [0.029446019086674102, 4.488424899987876], [0.029446019086674102, 4.504321999964304], [0.029446019086674102, 4.521820300025865], [0.029446019086674102, 4.537771199946292], [0.029446019086674102, 4.555180300027132], [0.029446019086674102, 4.570757900015451], [0.029446019086674102, 4.58570980001241], [0.029446019086674102, 4.601535900030285], [0.029446019086674102, 4.618983999942429], [0.029446019086674102, 4.634906999999657], [0.029446019086674102, 4.652355100028217], [0.029446019086674102, 4.668028499931097], [0.029446019086674102, 4.6858787999954075], [0.029446019086674102, 4.701386800035834], [0.029446019086674102, 4.719110199948773], [0.029446019086674102, 4.734707899973728], [0.029446019086674102, 4.752325900015421], [0.029446019086674102, 4.768169899936765], [0.029446019086674102, 4.785843499936163], [0.029446019086674102, 4.801427299971692], [0.029446019086674102, 4.818842599983327], [0.029446019086674102, 4.8348779999651015], [0.029446019086674102, 4.852322099963203], [0.029446019086674102, 4.867999400012195], [0.029446019086674102, 4.885728399967775], [0.029446019086674102, 4.901558200013824], [0.029446019086674102, 4.919097600039095], [0.029446019086674102, 4.9347988000372425], [0.029446019086674102, 4.9524158999556676], [0.029446019086674102, 4.968115899944678], [0.029446019086674102, 4.98573449999094], [0.029446019086674102, 5.001399599947035], [0.029446019086674102, 5.018748600035906], [0.029446019086674102, 5.034698399947956], [0.029446019086674102, 5.052439499995671], [0.029446019086674102, 5.068357500014827], [0.029446019086674102, 5.085794399958104], [0.029446019086674102, 5.101392099983059], [0.029446019086674102, 5.119107499951497], [0.029446019086674102, 5.134888099972159], [0.029446019086674102, 5.152573599945754], [0.029446019086674102, 5.1680607999442145], [0.029446019086674102, 5.1858888999558985], [0.029446019086674102, 5.201386900036596], [0.029446019086674102, 5.219047999940813], [0.029446019086674102, 5.234728800016455], [0.029446019086674102, 5.252485699951649], [0.029446019086674102, 5.268209300003946], [0.029446019086674102, 5.285641900030896], [0.029446019086674102, 5.3014671000419185], [0.029446019086674102, 5.319133999990299], [0.029446019086674102, 5.334776500007138], [0.029446019086674102, 5.352524999994785], [0.029446019086674102, 5.36812270001974], [0.029446019086674102, 5.3857802000129595], [0.029446019086674102, 5.401282600010745], [0.029446019086674102, 5.418784399982542], [0.029446019086674102, 5.4347556999418885], [0.029446019086674102, 5.45222570002079], [0.029446019086674102, 5.46807699999772], [0.029446019086674102, 5.485594999976456], [0.029446019086674102, 5.5014253000263125], [0.029446019086674102, 5.519160900032148], [0.029446019086674102, 5.5347422999329865], [0.029446019086674102, 5.552394500002265], [0.029446019086674102, 5.568033199990168], [0.029446019086674102, 5.5857587000355124], [0.029446019086674102, 5.601295699947514], [0.029446019086674102, 5.619158999994397], [0.029446019086674102, 5.634840599959716], [0.029446019086674102, 5.65236670000013], [0.029446019086674102, 5.668112799990922], [0.029446019086674102, 5.685925800004043], [0.029446019086674102, 5.701425299979746], [0.029446019086674102, 5.719092100043781], [0.029446019086674102, 5.7347527999663725], [0.029446019086674102, 5.7522343000164255], [0.029446019086674102, 5.768102000001818], [0.029446019086674102, 5.785786899970844], [0.029446019086674102, 5.801420100033283], [0.029446019086674102, 5.819080799934454], [0.029446019086674102, 5.834771699970588], [0.029446019086674102, 5.85248809994664], [0.029446019086674102, 5.868322900030762], [0.029446019086674102, 5.885824199998751], [0.029446019086674102, 5.901482700021006], [0.029446019086674102, 5.919002000009641], [0.029446019086674102, 5.934825900010765], [0.029446019086674102, 5.952424900024198], [0.029446019086674102, 5.9681461999425665], [0.029446019086674102, 5.9857386000221595], [0.029446019086674102, 6.001468600006774], [0.029446019086674102, 6.01927849999629], [0.029446019086674102, 6.03529529995285]]",6.01,56,A,non_immersive,No,,2024-05-06_02h29.38.822,Experiment_VR_non_immersive,60.16076162070303,
91,../amsterdam_dynamic_facial_expression_set/F01-Fear-Face Forward.mp4,valence,right,LV-HA,direct,-1,0,1,1,1,"[[0.0, 4.2599975131452084e-05], [0.0, 0.015367900021374226], [0.0, 0.032293900032527745], [0.0, 0.05002600001171231], [0.0, 0.06649150000885129], [0.0, 0.08367359999101609], [0.0, 0.09989760001190007], [0.0, 0.11729069997090846], [0.0, 0.13311149994842708], [0.0, 0.15057369996793568], [0.0, 0.16651060001458973], [0.0, 0.18392779992427677], [0.0, 0.20013180002570152], [0.0, 0.2173919000197202], [0.0, 0.23351930000353605], [0.0, 0.25022349995560944], [0.0, 0.26666790002491325], [0.0, 0.2838467999827117], [0.0, 0.299748899997212], [0.0, 0.31701629993040115], [0.0, 0.33274310000706464], [0.0, 0.3503985999850556], [0.0, 0.36673959996551275], [0.0, 0.383550800033845], [0.0, 0.39956459996756166], [0.0, 0.4169008999597281], [0.0, 0.4330903999507427], [0.0, 0.4473700999515131], [0.0, 0.4627661999547854], [0.0, 0.48080210003536195], [0.0, 0.49623669998254627], [0.0, 0.5140571999363601], [0.0, 0.5297250000294298], [0.0, 0.547264099936001], [0.0, 0.5628178999759257], [0.0, 0.5807551000034437], [0.0, 0.5960792999248952], [0.0, 0.6141542999539524], [0.0, 0.6297158999368548], [0.0, 0.6473494999809191], [0.0, 0.6631616000086069], [0.0, 0.680620800005272], [0.0, 0.6961148999398574], [0.0, 0.7141469999914989], [0.0, 0.7297610000241548], [0.0, 0.747313000028953], [0.0, 0.7631438999669626], [0.0, 0.7807493000291288], [0.0, 0.7962167999939993], [0.0, 0.813973099924624], [0.0, 0.8294514999724925], [0.0, 0.8474294999614358], [0.0, 0.8630995999556035], [0.0, 0.8806637999368832], [0.0, 0.896111199981533], [0.0, 0.914005900034681], [0.0, 0.9294586000032723], [0.0, 0.9474902999354526], [0.0, 0.9632149999961257], [0.0, 0.9806175000267103], [0.0, 0.9962276000296697], [0.0, 1.0140712999273092], [0.0, 1.0296849999576807], [0.0, 1.0478213999886066], [0.0, 1.0629126999992877], [0.0, 1.080737099982798], [0.0, 1.0962295000208542], [0.0, 1.1139612999977544], [0.0, 1.129737599985674], [0.0, 1.1476115999976173], [0.0, 1.1632449999451637], [0.0, 1.1808125999523327], [0.0, 1.1966203999472782], [0.0, 1.2141065000323579], [0.0, 1.2299232999794185], [0.0, 1.2474591999780387], [0.0, 1.2632970999693498], [0.0, 1.2807655000360683], [0.0, 1.2965812999755144], [0.0, 1.3142017000354826], [0.0, 1.3298085000133142], [0.0, 1.3476010999875143], [0.0, 1.3633499999996275], [0.0, 1.3809140999801457], [0.0, 1.3966328999958932], [0.0, 1.4143154999474064], [0.0, 1.429929199977778], [0.0, 1.4476248000282794], [0.0, 1.4631694999989122], [0.0, 1.4808086999692023], [0.0, 1.4963911999948323], [0.0, 1.5141268000006676], [0.0, 1.5299380000215024], [0.0, 1.5475787000032142], [0.0, 1.5632261999417096], [0.0, 1.5806899999734014], [0.0, 1.5965872999513522], [0.0, 1.6142479999689385], [0.0, 1.6299682999961078], [0.0, 1.6473184999777004], [0.0, 1.6631428999826312], [0.0, 1.6808496000012383], [0.0, 1.6966508999466896], [0.0, 1.7142272000201046], [0.0, 1.7299518999643624], [0.0, 1.7475838999962434], [0.0, 1.7631759999785572], [0.0, 1.7807535999454558], [0.0, 1.7964602999854833], [0.0, 1.814096099929884], [0.0, 1.8299237999599427], [0.0, 1.8475709999911487], [0.0, 1.8632181999273598], [0.0, 1.8809873999562114], [0.0, 1.8965338999405503], [0.0, 1.9143468999536708], [0.0, 1.9299610999878496], [0.0, 1.9475490000331774], [0.0, 1.9634041999233887]]",0.0,56,A,non_immersive,No,,2024-05-06_02h29.38.822,Experiment_VR_non_immersive,60.16076162070303,
