id,movie_path,dimension,hand,stimulus_type,order_emojis_slider,block,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,continuous_annotation,video_duration,valence_value,arousal_value,preference_value,engagement_value,familiarity_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Ira,checkbox_Miedo,checkbox_Tristeza,ID,Sesion,Tarea,Consumo de sustancias psicoactivas en las últimas 24 hs,Horas de sueño la noche anterior,date,exp_name,frame_rate,
99,../amsterdam_dynamic_facial_expression_set/F01-Fear-Face Forward.mp4,valence,right,LV-HA,direct,-1,0,0,0,0,,,,,"[[0.0, 0.02985119994264096], [0.0, 0.06226000003516674], [0.0, 0.09786310000345111], [0.0, 0.14605039998423308], [0.0, 0.17978360003326088], [0.0, 0.2129767999285832], [0.0, 0.24616690003313124], [0.0, 0.279952900018543], [0.0, 0.31310669996310025], [0.0, 0.34614689997397363], [0.0, 0.3800855999579653], [0.0, 0.413111999980174], [0.0, 0.4625926000298932], [0.0, 0.4956986999604851], [0.0, 0.5295026999665424]]",0.0,,,,,,,,,,,,,43,A,non_immersive,No,8,2024-05-03_19h53.45.996,Experiment_VR_non_immersive,59.75014878126398,
,,,,,,,,,,,,,,,"[[0.0, 0.021594100049696863], [0.0, 0.04118320008274168], [0.0, 0.07516040001064539], [0.0, 0.10891629999969155], [0.0, 0.14477800007443875], [0.0, 0.19279850006569177], [0.0, 0.24513060005847365], [0.0, 0.2931380000663921], [0.0, 0.3262221000622958], [0.0, 0.3591372000519186], [0.0, 0.3927813000045717], [0.6551739246784964, 0.44226060004439205], [0.6551739246784964, 0.4757110000355169], [0.6551739246784964, 0.5088307000696659], [0.6551739246784964, 0.558930900064297], [0.6551739246784964, 0.592603400000371], [0.6698969342218333, 0.6256250001024455], [1.0, 0.6614237000467256], [1.0, 0.709510900080204], [1.0, 0.7446917000925168], [1.0, 0.7930512999882922], [1.0, 0.8420304000610486], [1.0, 0.878216200042516], [1.0, 0.9262158999918029], [1.0, 0.9614962000632659], [1.0, 1.0093500000657514], [1.0, 1.0447826000163332], [1.0, 1.0928707000566646], [1.0, 1.1260443000355735], [1.0, 1.1752693000016734], [1.0, 1.2090024000499398], [1.0, 1.2508754000300542], [1.0, 1.2938409000635147], [1.0, 1.326168300001882], [1.0, 1.378049400052987], [1.0, 1.4267534000100568], [1.0, 1.4612931000301614], [1.0, 1.5092637999914587], [1.0, 1.5446111999917775], [1.0, 1.5927813000744209], [1.0, 1.6255257000448182], [1.0, 1.6589881000109017], [1.0, 1.708554600016214], [1.0, 1.7590670000063255], [1.0, 1.7919968999922276], [1.0, 1.8260497000301257], [1.0, 1.8613206000300124], [1.0, 1.9088706000475213], [1.0, 1.9423491000197828], [1.0, 1.99251950008329], [1.0, 2.025942200096324], [1.0, 2.0589739000424743], [1.0, 2.1086922000395134], [1.0, 2.142196200089529], [0.956995620316905, 2.175515200011432], [0.8318500391985406, 2.2265254000667483], [0.5815588769618114, 2.2612757000606507], [0.45641329584344703, 2.3112386000575498], [0.23556815269339215, 2.361668900004588], [0.04416902863001093, 2.411184100084938], [-0.022084514315005466, 2.444579500006512], [-0.10306106680335902, 2.4930455000139773], [-0.2208451431500551, 2.526267100009136], [-0.27237567655173445, 2.575352600077167], [-0.485859314930121, 2.611419100081548], [-0.5226668387884635, 2.644643900101073], [-0.6551739246784964, 2.6926817999919876], [-0.7214274676235131, 2.7421372000826523], [-0.853934553513546, 2.775367600028403], [-0.912826591686894, 2.8251007000217214], [-0.9643571250885735, 2.86068060004618], [-1.0, 2.9109776000259444], [-1.0, 2.9583812000928447], [-1.0, 2.9919499000534415], [-1.0, 3.026257900055498], [-1.0, 3.0754057000158355], [-1.0, 3.1258634000550956], [-1.0, 3.175778100034222], [-1.0, 3.211070300079882], [-1.0, 3.261920800083317], [-1.0, 3.3111365000950173], [-0.971718629860242, 3.344576600007713], [-0.9422726107735679, 3.3926165000302717], [-0.8907420773718885, 3.426764800096862], [-0.8612960582852145, 3.461220500059426], [-0.824488534426872, 3.510937700048089], [-0.706704458080176, 3.5586643000133336], [-0.6698969342218335, 3.5933956000953913], [-0.5962818865051486, 3.6445864000124857], [-0.5226668387884635, 3.692230200045742], [-0.412244267213436, 3.725897700060159], [-0.3459907242684195, 3.7588687000097707], [-0.3239062099534139, 3.7921252000378445], [-0.25029116223672887, 3.842583700083196], [-0.23556815269339204, 3.875380300101824], [-0.16931460974837553, 3.911098500015214], [-0.13250708589003302, 3.958568000001833], [-0.07361504771668503, 3.984330100007355], [-0.022084514315005466, 4.026021800003946], [0.029446019086674102, 4.0599209000356495], [0.05889203817334798, 4.092131300014444], [0.05889203817334798, 4.142379600089043], [0.08833805726002208, 4.177997500053607], [0.11042257157502755, 4.226457400014624], [0.11042257157502755, 4.258789799991064], [0.11042257157502755, 4.292047100025229], [0.11042257157502755, 4.3177427999908105], [0.11042257157502755, 4.361709000077099], [0.11042257157502755, 4.410530399996787], [0.11042257157502755, 4.444251100067049], [0.11042257157502755, 4.4923378000967205], [0.11042257157502755, 4.526475500082597], [0.11042257157502755, 4.5618503000587225], [0.11042257157502755, 4.610447900020517], [0.11042257157502755, 4.643946700030938], [0.11042257157502755, 4.6920435000211], [0.11778407634669597, 4.725934599991888], [0.11778407634669597, 4.76169579999987], [0.11778407634669597, 4.810332300025038], [0.11778407634669597, 4.844221300096251], [0.11778407634669597, 4.892231900012121], [0.11778407634669597, 4.925877700094134], [0.11778407634669597, 4.961721200030297], [0.11778407634669597, 5.010466100065969], [0.11778407634669597, 5.044130400056019], [0.11778407634669597, 5.091881500091404], [0.11778407634669597, 5.12564330000896], [0.11778407634669597, 5.178312800009735], [0.11778407634669597, 5.2256594999926165], [0.11778407634669597, 5.261686600046232], [0.11778407634669597, 5.310369800077751], [0.11778407634669597, 5.343908300041221], [0.11778407634669597, 5.392629500012845], [0.11778407634669597, 5.425855900044553], [0.11778407634669597, 5.461327900062315], [0.11778407634669597, 5.5106751000275835], [0.11778407634669597, 5.543867300031707], [0.11778407634669597, 5.5925214000744745], [0.11778407634669597, 5.625841800007038], [0.11778407634669597, 5.661264199996367], [0.11778407634669597, 5.710302900057286], [0.11778407634669597, 5.74237130000256], [0.11778407634669597, 5.791869000066072], [0.11778407634669597, 5.825432000099681], [0.11778407634669597, 5.858750100014731], [0.11778407634669597, 5.891905900090933], [0.11778407634669597, 5.941993999993429], [0.11778407634669597, 5.977992800064385], [0.11778407634669597, 6.025979700032622], [0.11778407634669597, 6.058915100060403], [0.11778407634669597, 6.092939499998465], [0.11778407634669597, 6.1433382000541314]]",6.01,None,None,None,None,None,False,False,False,False,False,False,False,,,,,,,,,
