id,movie_path,dimension,hand,stimulus_type,order_emojis_slider, block
1,../stimuli/practice_videos/VR/Walk The Tight Rope (360 Video) video.mp4,valence,right,HV-LA,direct,0
2,../stimuli/practice_videos/VR/Walk The Tight Rope (360 Video) video.mp4,valence,right,HV-LA,direct,0
3,../stimuli/practice_videos/VR/Walk The Tight Rope (360 Video) video.mp4,valence,right,HV-LA,direct,0
4,../stimuli/practice_videos/VR/Walk The Tight Rope (360 Video) video.mp4,valence,right,HV-LA,direct,0
