id,movie_path,dimension,hand,stimulus_type,order_emojis_slider,block,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,continuous_annotation,video_duration,subbloque_number,valence_value,arousal_value,preference_value,engagement_value,familiarity_value,checkbox_Neutral,checkbox_Asco,checkbox_Felicidad,checkbox_Sorpresa,checkbox_Ira,checkbox_Miedo,checkbox_Tristeza,continuous_annotation_luminance,stim_value_green,stim_value,ID,Sesion,Tarea,Consumo de sustancias psicoactivas en las últimas 24 hs,Horas de sueño la noche anterior,date,exp_name,frame_rate,
99,../amsterdam_dynamic_facial_expression_set/F01-Fear-Face Forward.mp4,valence,right,LV-HA,direct,-1,0,0,0,0,,,,,"[[0.0, 4.8600020818412304e-05], [0.0, 0.021760699921287596], [0.0, 0.03776199999265373], [0.0, 0.05576000001747161], [0.0, 0.07208139996509999], [0.0, 0.08964519994333386], [0.0, 0.10533279995433986], [0.0, 0.12266909994650632], [0.0, 0.13890759996138513], [0.0, 0.1559401999693364], [0.0, 0.17180559993721545], [0.0, 0.18914099992252886], [0.0, 0.20540480001363903], [0.0, 0.222856399952434], [0.0, 0.23895689996425062], [0.0, 0.25658099993597716], [0.0, 0.2721229000017047], [0.0, 0.28966979996766895], [0.0, 0.305116800009273], [0.0, 0.3223646000260487], [0.0, 0.3383588999276981], [0.0, 0.35582369996700436], [0.0, 0.37149579997640103], [0.0, 0.38919080002233386], [0.0, 0.40504240000154823], [0.0, 0.4222441000165418], [0.0, 0.43793000001460314], [0.0, 0.4553126000100747]]",0.0,,,,,,,,,,,,,,,,,55,A,non_immersive,No,8,2024-05-06_02h12.57.808,Experiment_VR_non_immersive,60.20118030842271,
1,../amsterdam_dynamic_facial_expression_set/F01-Disgust-Face Forward.mp4,arousal,right,HV-LA,direct,0,,,,,0,0,0,0,"[[0.0, 4.1599967516958714e-05], [0.0, 0.021596099948510528], [0.0, 0.037620199960656464], [0.0, 0.05570969998370856], [0.0, 0.07207290001679212], [0.0, 0.08935319993179291], [0.0, 0.10507589997723699], [0.0, 0.12265709997154772], [0.0, 0.1388871999224648], [0.0, 0.15625669993460178], [0.0, 0.17215489991940558], [0.0, 0.18951980001293123], [0.0, 0.20553739997558296], [0.0, 0.22267639997880906], [0.0, 0.23968829994555563], [0.0, 0.2564210999989882], [0.0, 0.2723376000067219], [0.0, 0.28966739994939417], [0.0, 0.30478130001574755], [0.0, 0.32245249999687076], [0.0, 0.3382181000197306], [0.0, 0.3558704999741167], [0.0, 0.37183790002018213], [0.0, 0.3892294999677688], [0.0, 0.4052230999805033], [0.0, 0.422411400009878], [0.0, 0.43854419991839677], [0.0, 0.45562699995934963], [0.0, 0.4718239000067115], [0.0, 0.48901589994784445], [0.0, 0.5029889999423176], [0.0, 0.5191764999181032], [0.0, 0.5352152999257669], [0.0, 0.552894499967806], [0.0, 0.5685166999464855], [0.0, 0.5860575999831781]]",0.0,1,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.0020133000798523426], [0.0, 0.008708900073543191], [0.0, 0.028170600067824125], [0.0, 0.0441458000568673], [0.0, 0.061336299986578524], [0.0, 0.07727060001343489], [0.0, 0.09470060002058744], [0.0, 0.11053280008491129], [0.0, 0.1279797999886796], [0.0, 0.14470710000023246], [0.0, 0.16106060007587075], [0.0, 0.17726490006316453], [0.0, 0.19459990004543215], [0.0, 0.21067659999243915], [0.0, 0.22757760004606098], [0.0, 0.24392660008743405], [0.0, 0.2607966000214219], [0.0, 0.2772625000216067], [0.0, 0.2944092000834644], [0.0, 0.3108414000598714], [0.0, 0.3279339000582695], [0.0, 0.34380190004594624], [0.0, 0.36085739999543875], [0.0, 0.3773421000223607], [0.0, 0.394242100068368], [0.0, 0.4108446000609547], [0.0, 0.42783430009149015], [0.0, 0.44404090009629726], [0.0, 0.4609167000744492], [0.0, 0.4772786000976339], [0.0, 0.4945413999957964], [0.0, 0.5107118000742048], [0.0, 0.5279997000470757], [0.0, 0.5439751000376418], [0.0, 0.5615039000986144], [0.0, 0.5771162000019103]]","[[140.0, 0.0020133000798523426], [140.0, 0.008708900073543191], [140.0, 0.028170600067824125], [140.0, 0.0441458000568673], [140.0, 0.061336299986578524], [140.0, 0.07727060001343489], [140.0, 0.09470060002058744], [140.0, 0.11053280008491129], [140.0, 0.1279797999886796], [140.0, 0.14470710000023246], [140.0, 0.16106060007587075], [140.0, 0.17726490006316453], [140.0, 0.19459990004543215], [140.0, 0.21067659999243915], [140.0, 0.22757760004606098], [140.0, 0.24392660008743405], [140.0, 0.2607966000214219], [140.0, 0.2772625000216067], [140.0, 0.2944092000834644], [140.0, 0.3108414000598714], [140.0, 0.3279339000582695], [140.0, 0.34380190004594624], [140.0, 0.36085739999543875], [140.0, 0.3773421000223607], [140.0, 0.394242100068368], [140.0, 0.4108446000609547], [140.0, 0.42783430009149015], [140.0, 0.44404090009629726], [140.0, 0.4609167000744492], [140.0, 0.4772786000976339], [140.0, 0.4945413999957964], [140.0, 0.5107118000742048], [140.0, 0.5279997000470757], [140.0, 0.5439751000376418], [140.0, 0.5615039000986144], [140.0, 0.5771162000019103]]","[[0.0, 0.0020133000798523426], [0.0, 0.008708900073543191], [0.0, 0.028170600067824125], [0.0, 0.0441458000568673], [0.0, 0.061336299986578524], [0.0, 0.07727060001343489], [0.0, 0.09470060002058744], [0.0, 0.11053280008491129], [0.0, 0.1279797999886796], [0.0, 0.14470710000023246], [0.0, 0.16106060007587075], [0.0, 0.17726490006316453], [0.0, 0.19459990004543215], [0.0, 0.21067659999243915], [0.0, 0.22757760004606098], [0.0, 0.24392660008743405], [0.0, 0.2607966000214219], [0.0, 0.2772625000216067], [0.0, 0.2944092000834644], [0.0, 0.3108414000598714], [0.0, 0.3279339000582695], [0.0, 0.34380190004594624], [0.0, 0.36085739999543875], [0.0, 0.3773421000223607], [0.0, 0.394242100068368], [0.0, 0.4108446000609547], [0.0, 0.42783430009149015], [0.0, 0.44404090009629726], [0.0, 0.4609167000744492], [0.0, 0.4772786000976339], [0.0, 0.4945413999957964], [0.0, 0.5107118000742048], [0.0, 0.5279997000470757], [0.0, 0.5439751000376418], [0.0, 0.5615039000986144], [0.0, 0.5771162000019103]]",55,A,non_immersive,No,8,2024-05-06_02h12.57.808,Experiment_VR_non_immersive,60.20118030842271,
3,../amsterdam_dynamic_facial_expression_set/F01-Disgust-Face Forward.mp4,arousal,right,HV-LA,direct,0,,,,,0,0,0,0,"[[0.0, 4.3199979700148106e-05], [0.0, 0.02158269996289164], [0.0, 0.037461399915628135], [0.0, 0.05550779995974153], [0.0, 0.07148699997924268], [0.0, 0.08914850000292063], [0.0, 0.10509099997580051], [0.0, 0.12257559993304312], [0.0, 0.1384041999699548], [0.0, 0.15609830000903457], [0.0, 0.17168579995632172], [0.0, 0.18929579993709922], [0.0, 0.2055805999552831], [0.0, 0.22260049998294562], [0.0, 0.2387134999735281], [0.0, 0.25657199998386204], [0.0, 0.27200679993256927], [0.0, 0.28914719994645566], [0.0, 0.3051547999493778], [0.0, 0.32239440002013], [0.0, 0.3383996000047773], [0.0, 0.3556863999692723], [0.0, 0.37184989999514073], [0.0, 0.3890809000004083], [0.0, 0.404850099934265], [0.0, 0.4225136999739334], [0.0, 0.4384461999870837], [0.0, 0.45582179992925376], [0.0, 0.4714153999229893], [0.0, 0.488571299938485], [0.0, 0.5053292999509722], [0.0, 0.5193863000022247], [0.0, 0.5350282000144944], [0.0, 0.5526769999414682], [0.0, 0.5685250000096858], [0.0, 0.5862054999452084]]",0.0,2,None,None,None,None,None,False,False,False,False,False,False,False,"[[0.0, 0.0019794999388977885], [0.0, 0.013879799982532859], [0.0, 0.034430100000463426], [0.0, 0.04953269998077303], [0.0, 0.06698360003065318], [0.0, 0.08280510001350194], [0.0, 0.09997729992028326], [0.0, 0.11602580000180751], [0.0, 0.13322479999624193], [0.0, 0.14935640001203865], [0.0, 0.16644810000434518], [0.0, 0.18274209997616708], [0.0, 0.19976939994376153], [0.0, 0.2160376999527216], [0.0, 0.23301209998317063], [0.0, 0.24942729994654655], [0.0, 0.26661179994698614], [0.0, 0.28259539999999106], [0.0, 0.3000751999206841], [0.0, 0.316069999942556], [0.0, 0.33336759998928756], [0.0, 0.34946930001024157], [0.0, 0.3666714000282809], [0.0, 0.3826406999723986], [0.0, 0.39961359999142587], [0.0, 0.41606179997324944], [0.0, 0.43342649994883686], [0.0, 0.44950839993543923], [0.0, 0.46669359994120896], [0.0, 0.4826217999216169], [0.0, 0.49971020000521094], [0.0, 0.5161060999380425], [0.0, 0.5333677999442443], [0.0, 0.5493714999174699], [0.0, 0.5666985999559984], [0.0, 0.5826064000139013]]","[[140.0, 0.0019794999388977885], [140.0, 0.013879799982532859], [140.0, 0.034430100000463426], [140.0, 0.04953269998077303], [140.0, 0.06698360003065318], [140.0, 0.08280510001350194], [140.0, 0.09997729992028326], [140.0, 0.11602580000180751], [140.0, 0.13322479999624193], [140.0, 0.14935640001203865], [140.0, 0.16644810000434518], [140.0, 0.18274209997616708], [140.0, 0.19976939994376153], [140.0, 0.2160376999527216], [140.0, 0.23301209998317063], [140.0, 0.24942729994654655], [140.0, 0.26661179994698614], [140.0, 0.28259539999999106], [140.0, 0.3000751999206841], [140.0, 0.316069999942556], [140.0, 0.33336759998928756], [140.0, 0.34946930001024157], [140.0, 0.3666714000282809], [140.0, 0.3826406999723986], [140.0, 0.39961359999142587], [140.0, 0.41606179997324944], [140.0, 0.43342649994883686], [140.0, 0.44950839993543923], [140.0, 0.46669359994120896], [140.0, 0.4826217999216169], [140.0, 0.49971020000521094], [140.0, 0.5161060999380425], [140.0, 0.5333677999442443], [140.0, 0.5493714999174699], [140.0, 0.5666985999559984], [140.0, 0.5826064000139013]]","[[0.0, 0.0019794999388977885], [0.0, 0.013879799982532859], [0.0, 0.034430100000463426], [0.0, 0.04953269998077303], [0.0, 0.06698360003065318], [0.0, 0.08280510001350194], [0.0, 0.09997729992028326], [0.0, 0.11602580000180751], [0.0, 0.13322479999624193], [0.0, 0.14935640001203865], [0.0, 0.16644810000434518], [0.0, 0.18274209997616708], [0.0, 0.19976939994376153], [0.0, 0.2160376999527216], [0.0, 0.23301209998317063], [0.0, 0.24942729994654655], [0.0, 0.26661179994698614], [0.0, 0.28259539999999106], [0.0, 0.3000751999206841], [0.0, 0.316069999942556], [0.0, 0.33336759998928756], [0.0, 0.34946930001024157], [0.0, 0.3666714000282809], [0.0, 0.3826406999723986], [0.0, 0.39961359999142587], [0.0, 0.41606179997324944], [0.0, 0.43342649994883686], [0.0, 0.44950839993543923], [0.0, 0.46669359994120896], [0.0, 0.4826217999216169], [0.0, 0.49971020000521094], [0.0, 0.5161060999380425], [0.0, 0.5333677999442443], [0.0, 0.5493714999174699], [0.0, 0.5666985999559984], [0.0, 0.5826064000139013]]",55,A,non_immersive,No,8,2024-05-06_02h12.57.808,Experiment_VR_non_immersive,60.20118030842271,
,,,,,,,,,,,,,,,"[[0.0, 4.109996370971203e-05], [0.0, 0.02266549994237721], [0.0, 0.03798529994674027], [0.0, 0.05529339995700866], [0.0, 0.07165810000151396], [0.0, 0.08906579995527864], [0.0, 0.10507209994830191], [0.0, 0.12244960002135485], [0.0, 0.13828660000581294], [0.0, 0.15580609999597073], [0.0, 0.17157849995419383], [0.0, 0.18887289997655898], [0.0, 0.204873799928464], [0.0, 0.22234709991607815], [0.0, 0.23807610000949353], [0.0, 0.2561192000284791], [0.0, 0.27150449994951487], [0.0, 0.28911409992724657], [0.0, 0.3052308999467641], [0.0, 0.32220409996807575], [0.0, 0.338223599945195], [0.0, 0.35569029999896884], [0.0, 0.37140089995227754], [0.0, 0.38731679995544255], [0.0, 0.40167799999471754], [0.0, 0.4196169999195263], [0.0, 0.4350163999479264], [0.0, 0.45277019997593015], [0.0, 0.46830529998987913], [0.0, 0.4861967000178993], [0.0, 0.50180620001629], [0.0, 0.5196807999163866], [0.0, 0.5349575999425724], [0.0, 0.5529046999290586], [0.0, 0.5684666000306606], [0.0, 0.5861179999774322], [0.0, 0.6019706999650225], [0.0, 0.6194980000145733], [0.0, 0.6350501999258995], [0.0, 0.6528811999596655], [0.0, 0.6683683999581262], [0.0, 0.6863479999592528], [0.0, 0.7018280000193045], [0.0, 0.7195772000122815], [0.0, 0.7349700999911875], [0.0, 0.7528531999560073], [0.0, 0.7684833999956027], [0.0, 0.7860203000018373], [0.0, 0.8015579999191687], [0.0, 0.8193868999369442], [0.0, 0.8349960999330506]]",0.0,3,None,None,None,None,None,False,False,False,False,False,False,False,,,,,,,,,,,,
